"Gene","Module","p","p.adj","coef","AUC"
"GBP1","M7",0.0332064262937492,0.304559936108206,-0.0104498916025542,0.661538461538462
"PDE4B","M20",0.0590827188466425,0.37623349427792,-0.0491710617219099,0.661538461538462
"PDZD3","M24",0.00124767561416465,0.122549058824504,0.106382199038829,0.661538461538462
"EHD3","M6",0.00225016043098669,0.143159024079726,-0.461089102558059,0.661196581196581
"HPGD","M24",0.019483162476921,0.250117672993326,0.0143430843546713,0.661196581196581
"ACAA1","M24",0.000508752417174213,0.120872623709982,0.0737988681697538,0.660683760683761
"SLC39A12-AS1","unassigned",0.00286239569274955,0.154579090305088,-1.20586882041277,0.660683760683761
"CLEC10A","M6",0.0031264165282557,0.156319846000506,0.138328164725548,0.660512820512821
"SPRED3","unassigned",0.00330462382050592,0.156339549865588,-1.75779946118814,0.660512820512821
"VNN2","M6",0.0493165808640326,0.352588663375003,-0.0446888909230846,0.660512820512821
"NOS2","M7",0.00502788651714442,0.166713687432919,-0.00538846873393169,0.66051282051282
"TNFSF15","unassigned",0.0549764565392558,0.365672343545758,-0.333669525798574,0.66042735042735
"FAXDC2","unassigned",0.000212111702081281,0.120872623709982,-0.110116049085688,0.66034188034188
"F3","unassigned",0.0011323662967953,0.121416646649503,-0.0153287663125345,0.66025641025641
"TNFRSF10B","unassigned",0.0064252966340006,0.174327046379571,-0.065667026480191,0.66017094017094
"CYP4F12","M20",0.00173333983233944,0.135467761962705,0.0882530840794107,0.66017094017094
"KLHL29","unassigned",0.00262440188729664,0.149229211161954,-0.654018532639516,0.66
"LINC00501","M14",0.00452453093737614,0.163550515769688,3.74295253927083,0.65982905982906
"PMM1","M24",0.000427459449738139,0.120872623709982,0.156946567231248,0.65982905982906
"VSIG2","M16",0.000432526288228294,0.120872623709982,0.0162891614487327,0.65982905982906
"PI15","M20",0.171264218102002,0.557197596432719,-0.0311001808197317,0.65965811965812
"SYDE1","M10",0.00109998502206772,0.121416646649503,-0.435212551450974,0.65965811965812
"CREB5","M1",0.0553843052847638,0.366923068753539,-0.31987098999986,0.659487179487179
"DHRS1","M24",0.000455659157131321,0.120872623709982,0.177812787237161,0.659487179487179
"LGALS2","unassigned",0.00107648351918797,0.121416646649503,0.0253433897626467,0.659487179487179
"PLEK","M6",0.29130986229464,0.674077577474286,-0.00593221121505088,0.659487179487179
"SGK2","M16",0.00477381541303225,0.165480255190769,0.0799097153388564,0.659487179487179
"SPCS3","unassigned",0.00109989985022777,0.121416646649503,-0.054075022766313,0.659487179487179
"SULT1A1","M24",0.000442000288370689,0.120872623709982,0.0595486116402494,0.659487179487179
"KCNN3","M10",0.00287000347186424,0.154579090305088,-0.269527402909934,0.659316239316239
"PRAP1","M25",0.276812780503438,0.662042275755704,0.015233913880044,0.659316239316239
"ADGRF5","M10",0.00178840261257663,0.136758839438457,-0.230883436052555,0.659145299145299
"CTH","unassigned",0.000331352476451364,0.120872623709982,0.580775338755529,0.659145299145299
"PAPPA","unassigned",0.00506688226133795,0.166774690535059,-0.896164978230079,0.659145299145299
"TMEM165","M20",0.00197277161954154,0.142349701598011,-0.028256202310157,0.659145299145299
"HCAR3","M5",0.416145523724276,0.761353677506114,-0.0154514124706341,0.658974358974359
"SIX4","M20",0.00315663815455142,0.156339549865588,-4.72894566266232,0.658974358974359
"CA2","M16",0.00210509432159967,0.143159024079726,0.0045342545912826,0.658803418803419
"FCGR3B","M5",0.324428347590115,0.698914368322693,-0.0113571707465798,0.658803418803419
"RHOU","unassigned",0.00114682751538618,0.121416646649503,0.25548757427975,0.658803418803419
"ADAMTS4","M1",0.0150756117517292,0.232315247125761,-0.122529351726182,0.658461538461538
"DDAH2","unassigned",0.000988499135575102,0.120872623709982,0.0894718499872821,0.658461538461538
"ACADS","M20",0.000836321773488747,0.120872623709982,0.0772157937520886,0.658290598290598
"ARHGAP8","M20",0.00287532268759817,0.154579090305088,0.107935820094721,0.658290598290598
"CHCHD10","M19",0.00105849731203852,0.121416646649503,0.0110926303685557,0.658290598290598
"CLEC3A","unassigned",0.000711754602073994,0.120872623709982,-9.03907739002808,0.658205128205128
"BLOC1S1","M19",0.00221036457204437,0.143159024079726,0.0240546134791777,0.658119658119658
"RAB40B","M20",0.000538210093831355,0.120872623709982,0.245608430524556,0.658119658119658
"BCL2L1","unassigned",0.0191050738284661,0.248807110460463,-0.0554454748064076,0.658034188034188
"NOTCH4","M2",0.00390598157566411,0.158717364169306,-0.507208541466623,0.657777777777778
"RPL37A","M38",0.000626478998404327,0.120872623709982,0.00328095833300848,0.657777777777778
"TMEM106A","unassigned",0.00320785279360181,0.156339549865588,-0.304382279044422,0.657521367521367
"OSMR","M20",0.00402348741911429,0.158717364169306,-0.0918155913668268,0.657435897435897
"PDK1","M12",0.00081731054604317,0.120872623709982,-0.119659381060904,0.657435897435897
"ANGPTL4","unassigned",0.00162782467635671,0.130688209931512,-0.0579166602932183,0.657264957264957
"CALU","M2",0.00652067146434339,0.174327046379571,-0.0293105685157247,0.657094017094017
"C1orf127","unassigned",0.000722829348865601,0.120872623709982,4.91992852882226,0.657094017094017
"LINC01506","unassigned",0.0598273879271387,0.378437350488008,-0.447295647624076,0.657094017094017
"PHLDA1","M1",0.00354091988578217,0.15714822428277,-0.0521053147643436,0.657094017094017
"ITGB6","M20",0.00222688622222021,0.143159024079726,-0.0532263306007039,0.656752136752137
"PDPN","M5",0.00343625281868554,0.15714822428277,-0.0462765293003894,0.656581196581197
"RPL8","M38",0.000970342453397191,0.120872623709982,0.00382656005319976,0.656581196581197
"SPARC","M2",0.00212438876072036,0.143159024079726,-0.00424826536309892,0.656581196581197
"LZTS1","M20",0.00303027105793395,0.15460071595437,-1.63139093651538,0.656410256410256
"OR51E1","unassigned",0.000967573360774101,0.120872623709982,-2.22932444126486,0.656410256410256
"DUOXA2","unassigned",0.000894565761975074,0.120872623709982,-0.00502011221593505,0.656239316239316
"FBP1","M11",0.000592966975512515,0.120872623709982,0.141999585815117,0.656239316239316
"PIK3R6","M6",0.00177338923071156,0.136758839438457,1.04576061861975,0.655982905982906
"CTSL","unassigned",0.013800427936813,0.225030691201286,-0.0141610925264703,0.655897435897436
"PWWP2B","M16",0.00197384739265604,0.142349701598011,0.209259360173771,0.655897435897436
"SAA2","unassigned",0.00470715904628006,0.165480255190769,-0.0111891859913908,0.655897435897436
"CDX2","M20",0.000657854037631207,0.120872623709982,0.0247175179210722,0.655726495726496
"FGFR3","M20",0.000621297362065149,0.120872623709982,0.174360676419936,0.655726495726496
"TST","M20",0.00133532421419225,0.122988546239586,0.0156505723306192,0.655726495726496
"LRRC4","M20",0.00658489701167642,0.174327046379571,-1.00957585147265,0.655641025641026
"ABCG2","M25",0.0851487765596776,0.428287389226979,0.110944800696283,0.655555555555556
"FKBP10","M20",0.00469380100155307,0.165480255190769,-0.0858505316648674,0.655555555555556
"LAMTOR4","M19",0.000545314393423816,0.120872623709982,0.0372675546993638,0.655555555555556
"NRIP3","M14",0.00387675384872176,0.158717364169306,-2.10836753066954,0.655384615384615
"CACNA1C","M8",0.00296466361004979,0.15460071595437,-0.679218441313065,0.655299145299145
"C5AR1","unassigned",0.211117907113639,0.602258046326271,-0.0382215521808246,0.655213675213675
"TLR4","unassigned",0.0311410213776758,0.299500866535932,-0.103033252342034,0.655213675213675
"CRYBB3","unassigned",0.0021468128010024,0.143159024079726,2.38422881856481,0.655042735042735
"FAM83A","unassigned",0.00522033646235756,0.168935968001444,-0.284199508946931,0.655042735042735
"FJX1","M4",0.00373665494227095,0.157984296232163,-0.458992157235909,0.655042735042735
"SNAI1","M1",0.0869149314601996,0.432569038799677,-0.216972767875133,0.655042735042735
"GPR4","M4",0.0026503701608353,0.149781041160602,-0.445308584145025,0.654957264957265
"GLYATL1","unassigned",0.000896715541392195,0.120872623709982,-0.547955806697881,0.654871794871795
"ROBO4","M20",0.00496307224309593,0.166713687432919,-0.271747518313566,0.654700854700855
"SBNO2","M16",0.00591683738476017,0.172339981258843,-0.0291369808535582,0.654700854700855
"SESTD1","M16",0.00200788705782366,0.142487697171398,-0.132258189693223,0.654700854700855
"RPS28","M38",0.00099794922692636,0.120872623709982,0.00630775380425959,0.654529914529914
"F2R","M5",0.00204714785398201,0.143159024079726,-0.0726589596816295,0.654358974358974
"IL15RA","unassigned",0.00820825370091363,0.187626603399552,-0.0709253486750388,0.654188034188034
"STARD8","M20",0.00400065036999038,0.158717364169306,-0.662019233487318,0.654188034188034
"AL133243.4","M14",0.00123880561524072,0.122549058824504,-7.40647079124981,0.654017094017094
"FER1L4","M12",0.00289124844568017,0.15460071595437,-0.0767663428106121,0.653846153846154
"RILP","M20",0.00125684170323239,0.122549058824504,0.237919875743146,0.653846153846154
"SLFN11","M20",0.00354316496889171,0.15714822428277,-0.127683383994888,0.653846153846154
"ADAMTS2","M20",0.00115810785124744,0.121416646649503,-0.212711065570326,0.653675213675214
"ERGIC2","unassigned",0.00136675709509507,0.122988546239586,-0.0811615227230947,0.653675213675214
"STC2","M10",0.245087341868267,0.634349915967969,-0.47711453367641,0.653675213675214
"TXNDC11","M12",0.00756822860967986,0.181688692509243,-0.0559524963819626,0.653675213675214
"WNT4","unassigned",0.00405373687364827,0.158854687374564,-0.260659464954905,0.653675213675214
"DYSF","M10",0.0217450900341333,0.259959327692425,-0.130044908374908,0.653504273504274
"EIF4EBP3","M22",0.000727987195373836,0.120872623709982,0.209768709560322,0.653504273504274
"SLC30A10","M20",0.00677471415035369,0.174327046379571,0.247721646761503,0.653504273504274
"FUT8-AS1","unassigned",0.0027298409323479,0.151818520315938,-1.27276320852729,0.653333333333333
"KCNJ15","unassigned",0.122690907809833,0.498319458666265,-0.112116063687671,0.653333333333333
"WISP1","unassigned",0.00368213113664157,0.157984296232163,-0.164207319816169,0.653333333333333
"SAMD13","M16",0.000680587003612225,0.120872623709982,0.184427795010606,0.653162393162393
"POLR2I","M38",0.000775469853273924,0.120872623709982,0.133014485465833,0.653162393162393
"BAD","M19",0.000595306665391321,0.120872623709982,0.107971139954282,0.652991452991453
