"","M1","M11","M12","M13","M14","M15","M16","M17","M18","M19","M2","M20","M21","M22","M23","M24","M26","M27","M3","M4","M5","M6","M7"
"GSM1900251",0.052530425084523,0.000421191193746019,0.12773451384041,0.0688870801232812,0.0231240547338333,0.0504050265597298,-0.117946687980344,-0.0973184763743659,-0.118884081650367,-0.125138797771094,0.138422149138595,-0.139821326139397,-0.103697127531777,-0.112656449512688,0.101024374589407,-0.128511167362442,-0.0901282601751261,-0.0778763316307752,0.135954676581755,0.12855096754093,0.0869926977798279,0.119490350792498,0.0499320029447102
"GSM1900254",0.0451510613557132,-0.0789269452930979,0.0834250487144603,-0.105811053291114,-0.0860125323630511,-0.0783445587205702,-0.013975874128042,0.0615791863152556,0.014385903939869,0.0424525143539291,0.00460800653968311,0.0060595122220895,0.0247684643086869,0.0330880212892039,0.0447171001343408,-0.0153439658963581,0.0821010332753794,0.0552630636023728,-0.00126317257567543,-0.0170357630692657,0.0149912542526667,-0.00242421189239463,0.0388343270218383
"GSM1900257",0.0717913092481528,-0.103149621892009,0.0299332702704281,-0.0540895800933735,-0.0431235529237192,0.039591197858002,-0.0352095514192313,0.00468163220153995,-0.0227161340094843,0.00836291643297033,-0.0176864536969555,-0.00467890323642928,0.00524036105249471,-0.0221167215839918,0.0998733856558721,-0.0334292559147298,0.0184634304535542,0.000958114954179178,0.0118948361918262,0.0233241470736056,0.0951810259557911,0.0305426952873213,0.114434254446769
"GSM1900260",-0.022683227321536,-0.056234354234592,0.0699786255657275,-0.0972894937279144,-0.0828064222203592,-0.0814795967726628,0.0120632022534867,0.0961793012810638,0.0744154493322595,0.0598255995388955,-0.0279564379030502,0.0205111251296146,0.0234678955408951,0.0416038863578023,0.0155975731402706,-0.0145208595969301,0.101234825206429,0.0176645391837761,-0.0246914967597613,-0.023459851955819,-0.0161580831790061,-0.0213365148008102,-0.00499919181497631
"GSM1900263",-0.00575386980350269,-0.00768778049025411,-0.0562162365525466,0.134012680512318,0.154982133281462,0.161570950544819,0.00303419271758871,-0.0884715358758469,0.0102140066443676,-0.0227722832088464,-0.00188331925614047,0.0176975086978301,-0.0286059322661916,-0.0504457949939648,-0.092618333024786,0.0332177499676593,-0.117680956246678,-0.0352327672406689,-0.0243802015337273,0.013106771276811,-0.00815510814732047,-0.0389007386909084,0.0680442231349
"GSM1900265",-0.00563925323090613,-0.0450300945616874,0.0257452970285243,-0.0115325337883534,0.0106238220157037,0.00812108785323711,0.0101464280608144,-0.0634368963597547,0.0473302174245042,-0.0313830119189917,-0.0316697845086942,0.0355742737270717,0.000411776949645015,0.0242743064461042,-0.0161309513207558,0.0611773395301943,-0.0139629591470358,0.0675890319466739,-0.0299421714526242,-0.00303670554218328,-0.00277354558910202,-0.0521698714400307,0.0343816210625397
"GSM1900268",0.0178126880379657,-0.0750864129513892,-0.0120725384150159,-0.0736246611101014,-0.0558314049459326,-0.0203533256729364,0.0204751435872665,0.0204513979468615,0.0607706846658037,0.0184431443454727,-0.0250076023849865,0.0326706873283859,0.0153355700947159,0.0309867994159081,-0.0465297594956209,0.0349491951238706,0.0388555236161006,0.0284830193747267,-0.0252635154983942,-0.016686361944581,0.0782046366918856,-0.0295761352083162,0.0691943088083883
"GSM1900271",0.0565391618410872,-0.106203176857511,0.103068384111374,-0.0659886798987481,-0.103245869626811,-0.070907193097288,-0.0471887008000012,0.0237971109911801,-0.0260794421306333,-0.00580664406091774,0.0992683903641988,-0.0262985854688612,0.00382164801521639,0.0169806140846021,0.0999786218124441,-0.0339683779416333,0.0477155810850011,0.0408414516620875,0.0574159117206264,0.0741290974568856,0.0563153772802843,0.0319273462962736,0.0417014378331597
"GSM1900274",0.106258500215442,-0.0283687192322504,0.124200353387259,-0.0166195256887406,-0.021509299076091,-0.0040583615780594,-0.0965625761625925,-0.0405888114584763,-0.0970455436632142,-0.065473868497016,0.0990638077084658,-0.108855283061793,-0.0839919615253358,-0.0699014780586772,0.0881430509858498,-0.115114886771705,-0.0192417282548685,-0.0483996770087776,0.110751454430253,0.102474488673155,0.118760923909594,0.0814111303415026,0.0114756357600252
"GSM1900277",0.017122903369665,-0.0445443997900085,0.0242268940843118,-0.00743231132430353,-0.0156451105178558,-0.0442255214323721,-0.0599201722243037,-0.0384429763726305,-0.0835433243750444,-0.0445639500237793,0.0299427523117765,-0.0491700214245378,-0.0719332420296872,-0.0696436342220983,0.0779512200873556,-0.0687775422372745,-0.0323094684058061,-0.0574074093148212,0.0528268164241973,0.00907831268822333,0.0224495346512994,0.0786965368411101,-0.0175793752275081
"GSM1900280",-0.0173480090877373,-0.0282412990154248,-0.00343217339311173,0.00091424965300715,0.0642459800735311,0.0634414355260452,0.0023368967866823,-3.00620368110893e-05,-0.0325341398129368,0.0209881246444876,-0.0239505634144925,0.0192383549723212,-0.016490968312257,-0.0112402794886151,-0.0641247495835326,0.00723563164526462,-0.0373892290222901,-0.033415818836514,-0.0407880903535472,-0.0161962495170348,-0.0102913004249381,-0.0411067739800501,0.072613665566451
"GSM1900283",0.206905396799118,-0.0392395169950277,0.0236035242194853,0.0127037003001998,-0.0480826611612131,0.0475106997251517,-0.179047490742054,-0.126235907461863,-0.176610221030218,-0.158002053773817,0.179793718158674,-0.197582559046928,-0.134601366577899,-0.130821746201749,0.141654761738901,-0.17697056191627,-0.0522775894480913,-0.0644594879679946,0.19288539362833,0.205744795083869,0.228828950468236,0.165743592654508,0.0602500271892922
"GSM1900285",0.144727687010569,-0.0986809381226343,0.163840899559967,-0.0572961987383624,-0.137251855193009,-0.137805002896113,-0.0990102468307157,-0.0343431454554965,-0.0885133991436525,-0.0779826111397907,0.157715158244141,-0.110934711962271,-0.0757629257255065,-0.0557183799081028,0.149935570105001,-0.103428220620086,0.0343433284753995,-0.0213984425247686,0.118270305597062,0.155801964844469,0.163565280617359,0.108372175897225,0.067114471583981
"GSM1900288",-0.0917252473483985,0.0400983645049075,-0.0895025563200806,0.0542291137581038,0.117290774690741,0.0926543982229554,0.0617042914769759,0.0193074081930762,0.0148343565158491,0.0433622825312869,-0.0636503402847409,0.0589717473983426,0.0403692969270051,0.0223708358093138,-0.137881459694843,0.060805942805038,-0.030286799571884,-0.0156760391536086,-0.0946405469008907,-0.0532373843156898,-0.0711351710440802,-0.0863748690401516,-0.0619093710729592
"GSM1900291",-0.043280616744655,-0.0476996340751927,-0.0125000386857621,0.000492768609322735,0.0264985948167547,0.0390328128633063,-0.0136124199117355,-0.0514099019668401,-0.0146780615886905,-0.0244916683438542,-0.059543526197372,0.0151244606381615,-0.0272822126613429,-0.038020494251825,-0.0149002109104325,0.0156144450972214,-0.0433135471371908,-0.0225109378866923,-0.0132045772519019,-0.0315002249825946,-0.0310214113089699,0.0397374233766976,0.0391225375590627
"GSM1900294",-0.00454005165401961,-0.09069875361244,0.0913542452730771,-0.0841802257808466,-0.114877341139096,-0.129870964981836,-0.0693409564485478,0.042573816487991,-0.0161956063541181,0.0486819878351872,0.0421266900081575,-0.0323196790630238,-0.0102327599646947,0.0228021051624778,0.0650777894536724,-0.0627369397183679,0.0791940902084518,0.0578328392658862,0.0592365009930002,0.0242597129906606,0.0457377591431807,0.0556423891800699,0.0923383074982777
"GSM1900297",0.0520184446547955,-0.042695352833762,0.0925162057775364,-0.0248270804553914,-0.0328409641725369,-0.0150561609944639,-0.0709700859318421,-0.0472915551791106,-0.0577456294014369,-0.0698274139157392,0.0611560478805381,-0.077655567263912,-0.0850045832776964,-0.101658770281256,0.0838888523866045,-0.085381297845285,-0.0399398589565952,-0.0774136589239888,0.0664119294685451,0.035204904977479,0.0506301714238647,0.0503230533680269,0.0651769851632945
"GSM1900299",-0.01246484956893,-0.0537483878209098,0.0963969973953721,-0.0547343858577039,-0.0488461429185425,0.00375979777696946,-0.025545292585301,0.0440723630729198,-0.0123407704576342,0.0563546102317192,0.038390367655545,-0.00800290950523542,-0.000599661403961181,0.0300054477774265,0.0191901420795492,-0.0263447422135273,0.0472326280772172,0.0184501621868098,0.0269929675033308,0.0136747539598229,0.0245034599760121,-0.00688354350872987,0.0198841062127163
"GSM1900302",-0.0524275999300321,0.00567856782971625,0.00133109760727356,0.00483758668137144,0.00199391611617009,-0.0331372089933341,0.0263332831443086,0.0527798607558248,0.0954265244857082,0.0587415897886558,-0.0380047913657687,0.0339853537715007,0.0286167250577607,0.0393400288539221,-0.065378913545849,0.012075664554709,0.0296435253396661,0.0161405108086069,-0.0240948119971137,-0.0338357580221568,-0.0343121760172638,-0.0234932885413752,-0.0102306851698633
"GSM1900305",-0.0690191295830205,0.0651768948476097,-0.08721335741326,0.0905550798255867,0.107086705353143,0.0717867317622158,0.0576315351402938,0.0209349602952149,-0.0297801748212633,0.0593535704055212,-0.017722388023486,0.052132018818496,0.0482716931113265,0.0517398745461153,-0.185115632080748,0.0664999319142503,-0.0257549678131711,0.0266080948580226,-0.0506410632652106,-0.0336432780226152,-0.0476872938303984,-0.0543454603501853,0.00266146828217668
"GSM1900307",-0.0402847977066574,-0.0444750697336348,-0.00471189167039879,-0.00773428243770841,-0.0120772795303689,0.0308107666989078,-0.00332089815514099,0.0235915496488167,0.0229797076321383,0.0470021965040397,0.0256966398131793,0.0212446313337145,0.0315256322064545,0.0233001751216405,-0.0487407558138463,0.0216340896956585,0.00577108512235015,0.021847884045197,-0.0180476482113586,0.00318577458456713,-0.0215092812281439,-0.0470751175569312,-0.0089815024927087
"GSM1900310",0.00848617456011617,-0.0557823481582805,0.0669459926274175,-0.047718118248996,-0.0147135699331315,0.00587036771683802,-0.0449655520114264,-0.00331934941526088,-0.0189856531469621,-0.00594036447419609,0.000529955598577361,-0.0342023589489526,-0.0514674284219402,-0.0133394259781132,0.0752120207528978,-0.0516504314232714,0.0164781535755141,-0.000592311212606627,0.0577677206677425,0.0149045966872126,0.0139074668976269,0.120929461621867,0.0371456906497976
"GSM1900313",-0.0824102854968743,-0.0190299604146812,-0.0411626552991656,-0.00708990406917948,-0.0119025028740395,-0.00160935142579911,0.0372034101167464,0.0258416333134469,-0.00819174015228225,0.0290366667979208,-0.0116459955368522,0.0337846131799506,0.039816271563754,0.059216011178185,-0.0180266683582301,0.0378476446565253,0.012649401617073,0.0312331480495624,-0.0207471445049822,-0.036767046058255,-0.0680014572380238,-0.00393380503292748,0.00788340441061463
"GSM1900314",0.00617234456455087,-0.0658938995234756,0.116008791570226,-0.0489847055769595,-0.0788812291806943,-0.0674287148443717,-0.0877003255679215,-0.0331987186630699,-0.0904000188653169,-0.0753914320472657,0.0527161531103927,-0.0736640333676488,-0.0787139234361605,-0.0609444281409923,0.104158153185704,-0.08053864310213,-0.00932686139967117,-0.047070269998363,0.0808339903742646,0.0289314264390308,-0.0121871858151997,0.119721239818018,0.0542506235222984
"GSM1900315",0.0374855570644478,-0.0165625917242967,0.0708458194829061,0.0429518418843,0.0423208016625958,0.00455268741790733,-0.018352983463577,-0.029233055160085,0.0378635109303197,-0.0307906532029269,0.0403853605381841,-0.0205162759433529,-0.00183403992941397,0.00223828818470284,0.0151770402168622,-0.0191683699958376,-0.034806812704887,0.0415964633164206,0.0616853120677465,0.0567334315509661,0.0671216046948273,0.0586800853785291,0.127077782762555
"GSM1900316",-0.026296392162004,-0.022311540589519,0.00571343218410033,-0.0320708427305097,-0.0356813695513825,-0.0588302311176928,0.00383990842965183,0.00301775783550031,-0.000631479768988908,-0.00762855249553394,-0.0150789722943795,0.00194585801512682,-0.0014742044434321,0.00734064839711653,0.00602426323617862,0.00899250796697887,0.00313161201327368,0.00553198089613246,0.0177856765537194,-0.00575658789269129,0.0297718182226933,0.0775191757423754,0.0482790051394744
"GSM1900317",-0.0536886223338697,-0.00559010731335432,-0.0616684059870404,0.0607647571090596,0.062941156508946,0.058901132426159,0.0448662429099197,0.0273639838865169,0.0477414382183976,0.0588238479130486,-0.0620044878728906,0.0531523772596399,0.0312266589863438,0.0322954867908187,-0.0622021088019594,0.0485691242117038,0.000610791866252517,0.00828861673728595,-0.0612560037920646,-0.031818363395725,-0.0267724269313672,-0.0590816523864657,-0.00784181820704234
"GSM1900318",0.0292735766815487,-0.0297679600856099,-0.00024126659045425,-0.073783439280462,-0.0388323222218083,-0.0541268453265912,0.0614289209605981,0.076532344063428,0.0725695000502262,0.0789312125771853,-0.0191053123138812,0.0648858969243903,0.0840346464800855,0.101435273791558,-0.0150302342573358,0.0749256694453344,0.0970631734411863,0.122339906025031,-0.0310097084173755,0.00141780265065417,0.0751268688828699,-0.0258123822982188,0.0532749190648844
"GSM1900319",-0.0231288139733083,0.0321358788245251,-0.087280999447564,0.00563576607193829,-0.0140568344757726,-0.0171816457006485,0.0729225480941169,0.0367457452819045,-0.0325485294947742,0.0301399772468407,-0.00108372701846358,0.0517078977884453,0.0582946415276862,0.0455557123891178,-0.0592730332885541,0.062880292754394,0.0131237526785978,0.00516134042539815,-0.0551154967793071,-0.0394874082554146,-0.0694287243687033,-0.0873030137422225,-0.074137447786652
"GSM1900320",0.246819787284903,0.0950997101125847,0.00958656338550964,0.244527788738314,0.130651568915775,0.172636859454923,-0.219915815365241,-0.296899979557067,-0.193840137498776,-0.284949317023059,0.232064918852341,-0.271630379318648,-0.224569710558238,-0.221835534718312,0.0862281114890289,-0.204524361326673,-0.222107624244508,-0.14499619262591,0.226485280465866,0.275684387806826,0.229258094504376,0.133856771864461,0.152047678620718
