"Gene","ModuleA","pA","p.adjA","coefA","AUCA","ModuleH","pH","p.adjH","coefH","AUCH","ARank","HRank","RankSum"
"BBS1","unassigned",0.0332935585508824,0.166034997605209,4.09929117292389,0.66991341991342,"unassigned",0.754588462788134,0.920775425980073,0.0215775858526349,0.49025641025641,12234,1024,13258
"LINC00982","unassigned",0.175438900147447,0.409965601013102,3.55476692729,0.595238095238095,"unassigned",0.489739219237096,0.798939171354972,-0.481197930802075,0.526837606837607,8245,5012.5,13257.5
"AC062028.1","unassigned",0.478674033654203,0.699706852439487,0.905659404946818,0.532467532467532,"unassigned",0.11721359698335,0.488256967382392,-3.6590839890896,0.563076923076923,3430,9824.5,13254.5
"SAP18","M28",0.330807177868096,0.575455220160063,0.814085456771168,0.562770562770563,"M28",0.30227304417421,0.681162720094501,0.0117450902680744,0.544615384615385,5820.5,7431,13251.5
"ATP13A2","unassigned",0.570760463361884,0.766380334509353,-0.393752242463577,0.54978354978355,"unassigned",0.472825498089951,0.79145982419125,-0.0175075796306604,0.552478632478632,4790,8459.5,13249.5
"SPINK1","M20",0.0968209332258898,0.297112980923147,0.849336355824753,0.628787878787879,"M20",0.914032381080881,0.975140843007566,8.95690293372299e-05,0.511452991452992,10322.5,2927,13249.5
"PET100","M19",0.867886391319316,0.938910181224483,0.180403828484525,0.491341991341991,"M19",0.0401545152625598,0.328470063643363,0.0608417436379311,0.588717948717949,1072,12177,13249
"ZC3HAV1L","unassigned",0.148604852088793,0.375405775741007,-1.55751871790846,0.574675324675325,"unassigned",0.444996020957455,0.776686101665516,-0.137559403971042,0.537606837606838,6745.5,6500.5,13246
"TULP4","unassigned",0.448510768057158,0.675859922472795,0.61516817714467,0.561688311688312,"unassigned",0.358546708708017,0.725393677635868,-0.119650444472134,0.545128205128205,5724.5,7520.5,13245
"ABCA4","M11",0.817175259194255,0.911973155375793,0.158270040908283,0.569264069264069,"M11",0.237752839642895,0.62719480740621,-1.66635607070168,0.540854700854701,6312,6932.5,13244.5
"USHBP1","unassigned",0.391673220414391,0.631924103384752,-0.878340315658503,0.569264069264069,"unassigned",0.55431040493983,0.832382923962985,-0.244055901904571,0.540854700854701,6312,6932.5,13244.5
"MAP3K7","unassigned",0.243635831453847,0.489802632083484,-0.969639588630097,0.581168831168831,"unassigned",0.57583487206867,0.845195538856694,-0.0433910250872145,0.533760683760684,7263.5,5979.5,13243
"CHEK1","unassigned",0.65328223485439,0.820047209852902,-0.348956950025992,0.482683982683983,"unassigned",0.137184885770626,0.518933274724237,-0.0984929383973062,0.592478632478633,794,12446.5,13240.5
"SUSD2","M11",0.475538361137509,0.696827173684729,0.160293263952062,0.528138528138528,"M11",0.151026623958517,0.534390929122086,-0.422036719008435,0.565982905982906,3102.5,10134,13236.5
"FFAR4","M18",0.795606668565247,0.900527081999318,0.0599348164912965,0.553030303030303,"M18",0.257440911645357,0.644819880488533,0.0250188764769726,0.55025641025641,5048.5,8187.5,13236
"CSPP1","unassigned",0.972918516400958,0.988751625220433,0.0477180318059509,0.506493506493506,"unassigned",0.148144444632977,0.531876065976063,-0.22469839233288,0.57982905982906,1745.5,11487,13232.5
"PON2","M20",0.204588768777271,0.444594742207475,1.31736089249923,0.5995670995671,"M20",0.643568595292357,0.875343156031811,0.00361528929259419,0.524786324786325,8511,4721.5,13232.5
"GATAD1","unassigned",0.0286085040776062,0.152343228993711,2.70161394922603,0.670995670995671,"unassigned",0.766356869021771,0.925464086027131,0.0158609453752221,0.489059829059829,12279,952.5,13231.5
"RBM18","unassigned",0.0389735817241479,0.180446769978424,-3.12783318932981,0.645021645021645,"unassigned",0.954057522621257,0.987741276191861,-0.00559281892338326,0.503247863247863,11167.5,2061,13228.5
"DHRS13","unassigned",0.2723584270939,0.518007944348242,-0.869328904573296,0.571428571428571,"unassigned",0.471571238532867,0.790776170441518,-0.111744230521609,0.53957264957265,6469.5,6757,13226.5
"EXOC3","unassigned",0.248054955585867,0.493943080948233,-1.72782345151453,0.579545454545455,"unassigned",0.217634479562298,0.61024540165328,0.0444798678730983,0.534615384615385,7120.5,6105.5,13226
"FBXO34","M16",0.0213694797992,0.130380352118548,1.60851241855835,0.694805194805195,"M16",0.393601631674666,0.747965628149688,0.0283464136094979,0.46974358974359,13019,207,13226
"SIKE1","unassigned",0.621322135988658,0.799310893121822,0.4657292607131,0.478354978354978,"unassigned",0.0519000948846686,0.357879309305848,-0.103966021219101,0.594358974358974,661.5,12563.5,13225
"COX4I2","unassigned",0.69669647324353,0.847250566541479,-0.551783273158829,0.523809523809524,"unassigned",0.113004570781013,0.480886085446378,-0.275392440090226,0.568803418803419,2807.5,10416,13223.5
"CLDN12","unassigned",0.726238809702513,0.864528134247394,-0.212479932025916,0.515151515151515,"unassigned",0.170916725362292,0.556746486352329,-0.0164166571351551,0.574017094017094,2240,10983,13223
"TRPM3","M14",0.0317578001018154,0.161912622844789,5.78230829810805,0.637445887445887,"M14",0.888596040894136,0.967006739067917,0.619655523299669,0.507008547008547,10779.5,2442,13221.5
"TMEM127","M24",0.0380244725642516,0.178108078905037,4.05747766523822,0.646103896103896,"M24",0.974498216152399,0.993610518505704,-0.00080301323427671,0.502564102564103,11210.5,2009.5,13220
"EXO1","unassigned",0.769267123904176,0.886497369176407,-0.257393078425856,0.517857142857143,"unassigned",0.157040432161343,0.541296737317734,-0.220711783682931,0.572307692307692,2414,10805.5,13219.5
"MMP24","M20",0.0291184781796431,0.153838974015033,4.00304979537772,0.661255411255411,"M20",0.835340183299543,0.948626205136759,0.44430878554461,0.494700854700855,11896.5,1321.5,13218
"LETMD1","M20",0.624142735129247,0.801010127273627,0.355841467239616,0.555194805194805,"M20",0.240182156998556,0.62977154100271,0.0282621274121143,0.548717948717949,5212.5,8003,13215.5
"MTHFSD","unassigned",0.0292980666105094,0.154433408082005,6.52972534327759,0.634199134199134,"unassigned",0.883592050452478,0.965127011372789,0.0131549649417487,0.508717948717949,10596,2616.5,13212.5
"SLPI","M18",0.830988043329875,0.919429581706219,-0.0383803145185936,0.542207792207792,"M18",0.244636923106673,0.634309744894877,0.00377872518167442,0.556923076923077,4178.5,9034,13212.5
"MIR17HG","unassigned",0.987022864272062,0.994600337416784,-0.0459210727467397,0.533549783549784,"unassigned",0.169059566681717,0.553971009962535,-0.302318313098022,0.561880341880342,3526,9684,13210
"CFAP44","unassigned",0.454135915574058,0.680390073472292,0.811385573441306,0.560606060606061,"unassigned",0.184454525251291,0.57251132827055,0.121054588707154,0.545299145299145,5659.5,7547,13206.5
"DRG1","unassigned",0.753218379688505,0.877932034670577,0.410932683685686,0.496753246753247,"unassigned",0.122895689284964,0.498913479932835,0.0656858187403044,0.585213675213675,1293.5,11910,13203.5
"GUK1","M35",0.936335184848131,0.972590278265183,0.115851454002398,0.516233766233766,"M35",0.319544763361058,0.695417522913216,-0.00806054290267842,0.573162393162393,2307,10895,13202
"TMEM8A","M19",0.115490932387108,0.325719490834079,1.57408983161339,0.624458874458874,"M19",0.76691948039293,0.925613011185091,0.00498928866411411,0.512820512820513,10082.5,3118,13200.5
"TMEM65","unassigned",0.706123571820831,0.852831710309298,-0.244866096223184,0.483766233766234,"unassigned",0.159443415052198,0.542957133711444,-0.397433873580683,0.591794871794872,807.5,12392.5,13200
