"Gene","ModuleA","pA","p.adjA","coefA","AUCA","ModuleH","pH","p.adjH","coefH","AUCH","ARank","HRank","RankSum"
"ZMYM4","unassigned",0.0834403277568476,0.275096904618334,-1.77573531676724,0.622294372294372,"unassigned",0.255376555956468,0.64246107192622,-0.0715875133054685,0.562564102564103,9908.5,9767,19675.5
"ADCK1","unassigned",0.0198627100104201,0.124470551149867,2.94270083639085,0.651515151515151,"unassigned",0.188184204147334,0.577774686628702,0.246316916896954,0.55034188034188,11476.5,8198,19674.5
"SLC16A2","unassigned",0.162111295800461,0.393313060565395,-0.959879690231608,0.593073593073593,"unassigned",0.107484459613371,0.470254450801681,-0.31140541585846,0.581025641025641,8097,11577.5,19674.5
"AP5M1","M20",0.0210872753726387,0.129391501965108,3.58298307390877,0.67965367965368,"M20",0.523025735775607,0.81754485967544,0.0164737066119613,0.542051282051282,12582,7088.5,19670.5
"RPS17","M38",0.341719392652129,0.587036296092763,-1.2900090579389,0.574675324675325,"M38",0.0511684729816785,0.357207947907303,0.00214057710502856,0.60017094017094,6745.5,12924.5,19670
"TCTEX1D2","unassigned",0.0803756819277,0.269558443718719,-1.08881044559448,0.62012987012987,"unassigned",0.240079449693302,0.629600815522376,0.171316404227112,0.563418803418803,9807,9862,19669
"BCAP31","M20",0.0925717946946276,0.289718320798466,2.18222384278103,0.598484848484849,"M20",0.122096070963068,0.497184559682342,0.0147884368792956,0.576752136752137,8452.5,11215.5,19668
"CABLES2","unassigned",0.00649000313284318,0.0687415887383773,3.44889864608543,0.74025974025974,"unassigned",0.684329459224165,0.892101468576137,-0.0721633113029765,0.531367521367521,14037,5631,19668
"MRPS18C","M19",0.481797450433008,0.702139543950781,1.5112848856921,0.571428571428571,"M19",0.0107353044033874,0.205802412167118,0.106593503961818,0.604444444444444,6469.5,13197,19666.5
"PREX2","unassigned",0.134369572265325,0.35462246912028,-3.27690953502607,0.58008658008658,"unassigned",0.0806211248165818,0.418441063822996,-0.685612546163156,0.593333333333333,7160.5,12506,19666.5
"DOLK","unassigned",0.0966789969142881,0.296946678864448,-1.89710246740479,0.619047619047619,"unassigned",0.379283344537451,0.739033371024487,-0.116508969344755,0.563760683760684,9758.5,9905,19663.5
"TSC22D3","unassigned",0.0061815521345015,0.0667785944530042,-2.15808846628289,0.722943722943723,"unassigned",0.735477784007442,0.913285599921329,0.00107483973152084,0.533675213675214,13695,5966,19661
"GPATCH3","unassigned",0.246370900679527,0.491959870101343,1.41872372254104,0.5995670995671,"unassigned",0.0690694169124402,0.398750577755809,0.361309891017621,0.575897435897436,8511,11145,19656
"PTPN21","unassigned",0.0752256314516652,0.258458706226134,2.50745603846162,0.626623376623377,"unassigned",0.0980300120229605,0.452197203145955,0.164128801132964,0.56008547008547,10205.5,9449.5,19655
"PCDH7","M8",0.00724050752811193,0.0721870079824885,-1.90602796054687,0.730519480519481,"M8",0.554343286546568,0.832382923962985,-0.0800186466671189,0.532478632478632,13857,5795,19652
"PPM1B","unassigned",0.119436697249105,0.331724483668585,1.38308321462649,0.636363636363636,"unassigned",0.307380706609665,0.685788404000861,0.0329522421262756,0.556068376068376,10719,8933,19652
"IRF2BP2","unassigned",0.0907644251227144,0.286821546577802,2.90252546891536,0.626623376623377,"unassigned",0.166054815888981,0.549891007851125,0.0191633245720061,0.56,10205.5,9442,19647.5
"ARHGAP12","unassigned",0.239728159700385,0.485319540852304,0.902482637366734,0.587662337662338,"unassigned",0.0570699073546704,0.371687674882235,0.083117507801081,0.585641025641026,7696.5,11950.5,19647
"TPM1","unassigned",0.0037530775606446,0.0517098940823193,5.2295919469295,0.755411255411255,"unassigned",0.654942341929761,0.880210792845373,0.00138067393740471,0.52957264957265,14262.5,5383.5,19646
"STYX","unassigned",0.0727338012544059,0.253890359505226,-1.76829934516342,0.643939393939394,"unassigned",0.439356243182965,0.773595588505549,-0.0988641804593349,0.552991452991453,11114.5,8531,19645.5
"RBP5","M6",0.0401616382619831,0.183687818616671,-1.39407731320483,0.689393939393939,"M6",0.303667726792379,0.682282163279922,-0.0256556183601292,0.53965811965812,12870,6773.5,19643.5
"ZNF629","unassigned",0.0390258685870846,0.18057566488669,2.89827307686058,0.652597402597403,"unassigned",0.226285798863616,0.61764168431104,0.226546162649287,0.54965811965812,11528,8115.5,19643.5
"IFFO1","M3",0.00575807567885341,0.0646204210908802,-2.73876005598914,0.720779220779221,"M3",0.306361947540353,0.684981472958852,-0.0698349863710812,0.533846153846154,13649,5994,19643
"SDF2L1","unassigned",0.0557534790021412,0.219291440666336,-1.06130604342042,0.627705627705628,"unassigned",0.136849136618096,0.518665064508059,-0.02032945756324,0.55965811965812,10248.5,9394.5,19643
"EXOC5","unassigned",0.0702421310379984,0.24855758809824,-1.35593606462004,0.632034632034632,"unassigned",0.142752303026456,0.524775923744788,-0.0462514750268565,0.558119658119658,10474.5,9167.5,19642
"WNT4","unassigned",0.523336995928459,0.732345872683161,-0.845883640271067,0.550865800865801,"unassigned",0.00405373687364827,0.158854687374564,-0.260659464954905,0.653675213675214,4864,14777,19641
"BOK","unassigned",0.177570665729711,0.412252251108875,-0.750275183913701,0.626623376623377,"unassigned",0.320529670752551,0.696024098998898,-0.108186623898323,0.56,10205.5,9435,19640.5
"HSPB2","M10",0.160622263374502,0.391330170479794,-1.46751359688451,0.601731601731602,"M10",0.0990219052467987,0.454895120065851,-1.00154574239924,0.574017094017094,8657.5,10983,19640.5
"ZDHHC18","M6",0.470606008752138,0.693021431669543,-1.10205697088798,0.574675324675325,"M6",0.245745817924476,0.634936956665025,-0.0453784222931553,0.599401709401709,6745.5,12894.5,19640
"JAM2","M10",0.00264362928195345,0.0443478516821224,-1.60892927735433,0.721861471861472,"M10",0.453875505096275,0.781206811917087,0.0516361616288538,0.533675213675214,13673.5,5966,19639.5
"EDN2","M25",0.186695116613894,0.424130158562419,0.647554166444579,0.62987012987013,"M25",0.41224809074541,0.759280262045848,0.558649779886742,0.558632478632479,10383,9245.5,19628.5
"PLEK2","M20",0.168666659214499,0.401537442528357,-0.812111694994726,0.5995670995671,"M20",0.156891769199827,0.541177386508088,-0.01882660192706,0.575213675213675,8543.5,11082,19625.5
"PRSS8","M20",0.0277536914213304,0.150219481199623,1.4611932583659,0.646103896103896,"M20",0.291971133155503,0.674231744904002,0.00317350650926292,0.552136752136752,11210.5,8414,19624.5
"EGFLAM","M2",0.261443357747511,0.50766020079583,-1.01129336858187,0.567099567099567,"M2",0.0441739836083386,0.338381106733823,-0.349818728702558,0.60957264957265,6137.5,13485.5,19623
"BRD8","unassigned",0.120050577421889,0.332911765209607,3.11426508216299,0.616883116883117,"unassigned",0.416376256107829,0.761353677506114,-0.0220672798304028,0.564444444444444,9642.5,9978.5,19621
"LYSMD2","M20",0.00876927133693516,0.079271188999226,-1.91624354539232,0.707792207792208,"M20",0.610973900823964,0.862039762567039,-0.0317043227627319,0.535726495726496,13366,6254.5,19620.5
"SLC39A1","M31",0.287297533709256,0.532512715968994,-0.967265247560646,0.590909090909091,"M31",0.218114316661037,0.61024540165328,-0.0302494512546803,0.582393162393162,7943.5,11676,19619.5
"UQCRB","M38",0.306752273895243,0.552479493123429,1.39240040474863,0.57034632034632,"M38",0.0272644531749493,0.284819068060454,0.0114374890391261,0.604786324786325,6392,13224.5,19616.5
"LINC00622","unassigned",0.489358469175417,0.707751525387924,-0.854922971024676,0.609307359307359,"unassigned",0.130762112502155,0.511205517386676,-1.532180212656,0.56957264957265,9124.5,10491,19615.5
"ZXDC","M35",0.0289291693046024,0.153310951479815,4.39672145984243,0.667748917748918,"M35",0.292765428116627,0.6746457051022,0.111779302947359,0.544786324786325,12151.5,7464,19615.5
"ISCU","M26",0.0400215094120359,0.18330013603829,-2.26719991003509,0.654761904761905,"M26",0.360213900061495,0.727108294571736,0.0155489076734069,0.548547008547009,11632.5,7982,19614.5
"RUFY2","unassigned",0.160923002743485,0.391880772588987,3.73560383752395,0.630952380952381,"unassigned",0.349563518404536,0.719694601199028,-0.12641450283586,0.558290598290598,10425,9189.5,19614.5
"MRPL16","M26",0.193565361726755,0.432163175954596,1.21694593584735,0.593073593073593,"M26",0.0659407072502496,0.392884822000019,0.0557663660666545,0.58017094017094,8097,11516,19613
"GBA2","M24",0.00882390323857348,0.0795242838748346,2.79801003449169,0.702380952380952,"M24",0.322341759257269,0.697213695942866,0.0116514607592599,0.536581196581197,13245.5,6366.5,19612
"COX7A2L","M19",0.201978672904551,0.441344686103228,1.61707369346852,0.577922077922078,"M19",0.053200082423329,0.361262146915703,0.026124786450653,0.594871794871795,7003.5,12608,19611.5
"PDX1","unassigned",0.373489293358645,0.615658467327408,1.40728828996047,0.567099567099567,"unassigned",0.173243555675055,0.559002035698889,0.610575987015952,0.609230769230769,6137.5,13471,19608.5
"KIF4A","M34",0.247895402074936,0.493780361643974,0.65521236533663,0.604978354978355,"M34",0.286942910636413,0.67026388118507,-0.111916062359351,0.571623931623932,8868.5,10737,19605.5
"TAGLN","M8",0.0145545137072597,0.105012819312609,-1.0306563042364,0.668831168831169,"M8",0.288762009249811,0.67203100048496,-0.00256865924473459,0.544444444444444,12201.5,7402,19603.5
"DCTN1-AS1","unassigned",0.0353720896499586,0.171517913464224,4.79272521148172,0.626623376623377,"unassigned",0.127050525910618,0.50526863487565,2.30498367585914,0.55965811965812,10205.5,9394.5,19600
"CD81","M3",0.00772050010996891,0.0743021509519975,-1.31552645427128,0.722943722943723,"M3",0.775950627706696,0.927811740764143,-0.00131958215747907,0.533333333333333,13695,5904,19599
"ZNF837","unassigned",0.363202093377605,0.606212856845395,1.13612608416727,0.555194805194805,"unassigned",0.00217044379776546,0.143159024079726,2.59996030234109,0.634188034188034,5212.5,14384.5,19597
"MFAP4","M10",0.0249774855104964,0.141977651655604,-1.25898598803736,0.670995670995671,"M10",0.185427345447231,0.573712336166607,0.00980376885983912,0.543760683760684,12279,7317,19596
"DGUOK","M38",0.425839849640667,0.659385650283384,-0.900671326580924,0.572510822510823,"M38",0.0146551574329545,0.230698445446358,0.0967367392791441,0.601880341880342,6564,13027,19591
"STUB1","unassigned",0.534281100378813,0.740863062407356,0.964444841891373,0.557359307359307,"unassigned",0.00262212752038471,0.149229211161954,0.105014479376092,0.628034188034188,5386.5,14203,19589.5
"TMEM205","unassigned",0.448373831024735,0.675721290522131,-0.77369159611665,0.557359307359307,"unassigned",0.00566149075657451,0.169992120100702,0.0874815931929326,0.628034188034188,5386.5,14203,19589.5
"MBLAC1","unassigned",0.215500744594179,0.457499151264927,1.19363474679008,0.604978354978355,"unassigned",0.0952867809714785,0.447302449127794,0.959979146254371,0.571452991452991,8868.5,10718,19586.5
"DTHD1","unassigned",0.287767358971719,0.53319505115634,2.2792659889962,0.582792207792208,"unassigned",0.239485778976569,0.628948754918997,-0.474914899941606,0.589230769230769,7368.5,12210,19578.5
"MRPL40","M38",0.107222769762765,0.312434580373136,-1.81215082763661,0.62012987012987,"M38",0.105118031199704,0.465419651935479,0.125373635782007,0.562564102564103,9807,9767,19574
"FAM117B","unassigned",0.0619151261041628,0.23220386707019,3.21874219222792,0.652597402597403,"unassigned",0.172132360908484,0.558570620742949,0.213344018433819,0.549059829059829,11528,8045,19573
"KATNAL2","unassigned",0.0665835556094232,0.241980763904948,5.46686900709464,0.634199134199134,"unassigned",0.11337637101003,0.481339306353416,0.455945130770433,0.556410256410256,10596,8975,19571
"MEX3C","M6",0.17411098705467,0.408562093895705,-3.70142840110326,0.58008658008658,"M6",0.0891973970477589,0.437615366748657,-0.111277521437866,0.591965811965812,7160.5,12410,19570.5
"CYB561A3","unassigned",0.118169082451709,0.329670361454936,1.34411400769444,0.619047619047619,"unassigned",0.201416867749183,0.592102179078418,0.0250060816022354,0.562905982905983,9758.5,9811,19569.5
"RGS14","M6",0.142781658012138,0.367022830343669,-1.83961319272719,0.616883116883117,"M6",0.438216462683726,0.773300935578191,-0.0372518484966745,0.563931623931624,9642.5,9927,19569.5
"RNF181","unassigned",0.209345443581951,0.450566349491339,-1.44575831972838,0.588744588744589,"unassigned",0.0432390982021913,0.336355891226521,0.0345640559739321,0.583760683760684,7783.5,11782.5,19566
"TBC1D16","unassigned",0.0885020191172408,0.282994157083773,-3.70854684143258,0.62987012987013,"unassigned",0.173559296452215,0.55949928545719,-0.120576262545141,0.558205128205128,10383,9183,19566
"SERPINA10","unassigned",0.0847812966769097,0.277528619236444,2.25264122468056,0.673160173160173,"unassigned",0.324965074121235,0.699344402577995,-1.23422803433097,0.542905982905983,12355,7204,19559
"IFNAR1","unassigned",0.218017864121445,0.460790511255874,-2.02193839485659,0.569264069264069,"unassigned",0.0291659319119605,0.291878782468155,-0.0870275873934869,0.605128205128205,6312,13246,19558
"RNF19B","unassigned",0.333729261026008,0.578371449080023,-0.478915786984031,0.55952380952381,"unassigned",0.0806498040185788,0.418441063822996,-0.0284466781772805,0.621367521367521,5561,13993,19554
"ANTXR2","unassigned",0.0696830261207155,0.247079422419462,-1.58975473407067,0.648268398268398,"unassigned",0.229566420312085,0.619145312063956,-0.0149861797259026,0.55042735042735,11341,8210.5,19551.5
"RHBDL1","unassigned",0.416626837945999,0.652169671784728,0.708103542690544,0.562770562770563,"unassigned",0.00449643795483605,0.163550515769688,1.29757147542152,0.615042735042735,5820.5,13727,19547.5
"PPFIA4","unassigned",0.133723743832351,0.353859482964173,2.60781523314333,0.607142857142857,"unassigned",0.0885491727644416,0.436195658148012,-0.877208218588281,0.56991452991453,9008,10537,19545
"GTF3C5","unassigned",0.266379519746257,0.512400644021501,1.91970297414118,0.588744588744589,"unassigned",0.10588147288731,0.466665602453057,0.0730934252741115,0.583418803418803,7783.5,11761,19544.5
"PLEKHG1","M6",0.0573648638420432,0.223229080497649,-1.22230969022283,0.627705627705628,"M6",0.202724056921046,0.593757110983824,-0.121323533848841,0.558888888888889,10248.5,9286,19534.5
"PON3","unassigned",0.514326888376864,0.725937511421366,0.24458632920812,0.572510822510823,"unassigned",0.0110733665884119,0.207226022198127,0.646395706369192,0.600854700854701,6564,12969,19533
"IPCEF1","M6",0.0440071759444595,0.192435048771311,-1.52022508931088,0.70021645021645,"M6",0.331892448569674,0.706699344215481,-0.230479664619034,0.536581196581197,13166,6366.5,19532.5
"SUOX","unassigned",0.0844326283441651,0.276848199129742,1.92512580580408,0.62012987012987,"unassigned",0.120719095195163,0.494389379200854,0.128449642063232,0.562222222222222,9807,9725,19532
"CD1E","unassigned",0.128830789891999,0.346866497359092,2.34096898733149,0.67965367965368,"unassigned",0.719822208535985,0.906902379391391,0.0392700582058735,0.540854700854701,12598.5,6932.5,19531
"PPP3CC","unassigned",0.00731782920270039,0.0724679282263381,-4.58112730379234,0.701298701298701,"unassigned",0.474034832425155,0.791786671145321,-0.0657162654436242,0.536239316239316,13203.5,6327.5,19531
"CHMP4B","M21",0.539014805885607,0.744103299170794,0.38225214078575,0.558441558441558,"M21",0.00960680590433614,0.197949295643237,0.0237078900940669,0.623076923076923,5475,14055.5,19530.5
"C6orf203","M20",0.143471258287922,0.367953598827772,1.21669374811372,0.593073593073593,"M20",0.0579535829204133,0.372973115389315,0.0866667810569984,0.579230769230769,8097,11429.5,19526.5
"FCRLA","M6",0.0335762348494153,0.16702106196915,-0.8038239009315,0.653679653679654,"M6",0.664622244566743,0.883229878857125,-0.0123971758315592,0.548205128205128,11591,7935,19526
"HRASLS5","M36",0.165391141352967,0.397959648951853,2.24815045039511,0.573593073593074,"M36",0.0818191004949303,0.420798736163424,2.39877893929334,0.598632478632479,6682.5,12843,19525.5
"FRAT2","M20",0.407379869394458,0.644918519016425,0.668423057443023,0.560606060606061,"M20",0.006299751784116,0.174327046379571,0.15678643422304,0.618119658119658,5659.5,13864,19523.5
"NFKBIZ","M20",0.249984103553457,0.495248841899524,-0.603296246161715,0.600649350649351,"M20",0.153736080525265,0.537420206079883,-0.0108383558601202,0.573675213675214,8583.5,10940,19523.5
"TNFRSF17","M12",0.00288449868292074,0.0464499889202322,-0.769897599202157,0.741341991341991,"M12",0.34805270314698,0.719087342090435,-0.0217911082211901,0.53025641025641,14049.5,5474,19523.5
"LMO7","M20",0.0893986660917272,0.284703709041664,1.68091444085276,0.622294372294372,"M20",0.194013523386264,0.584592091982854,-0.00711714341769031,0.561025641025641,9945,9575.5,19520.5
"NF1","unassigned",0.0503438269658144,0.208055190316683,6.16095589964477,0.668831168831169,"unassigned",0.452515221694261,0.780329865500663,-0.0395800023850827,0.543760683760684,12201.5,7317,19518.5
"ZFP92","unassigned",0.442540998801987,0.671410286668986,-0.802661098753802,0.582251082251082,"unassigned",0.189153699997709,0.579238552010229,-1.99526925344841,0.588888888888889,7329.5,12189,19518.5
"ACVR2B-AS1","unassigned",0.183714312252858,0.420129105771411,1.56823107020143,0.595238095238095,"unassigned",0.165238036199242,0.549891007851125,2.24599390757592,0.577350427350427,8245,11271.5,19516.5
"GPR180","unassigned",0.248274469260084,0.493984733375707,-1.76637596251854,0.576839826839827,"unassigned",0.0391995423085527,0.326514414934822,-0.525468390251892,0.594700854700855,6918.5,12597.5,19516
"LY6E","M20",0.000410274905071237,0.0243517508749641,-3.38163954345384,0.807359307359307,"M20",0.648032771312587,0.877070002405877,-0.00607193792224683,0.525128205128205,14751.5,4764.5,19516
"CEP41","unassigned",0.0844247088583839,0.276848199129742,3.09437981068789,0.6504329004329,"unassigned",0.205687275652029,0.596213522149175,-0.17364863220646,0.54957264957265,11411,8104.5,19515.5
"AC007099.1","unassigned",0.00486219150299096,0.0591302873690223,3.36547871159562,0.726190476190476,"unassigned",0.659882526539963,0.881402617072353,-0.560830939629277,0.532136752136752,13768,5747,19515
"SMCHD1","unassigned",0.0602462555245152,0.229014386049351,-1.86295359436163,0.621212121212121,"unassigned",0.176544779750689,0.563712449985659,-0.0356842443910386,0.561538461538462,9867.5,9646,19513.5
"CAMK4","unassigned",0.118717052386334,0.330554171886111,-2.70376786895778,0.632034632034632,"unassigned",0.188925976142013,0.578883547968127,-0.404060976757316,0.556923076923077,10474.5,9034,19508.5
"GLCE","unassigned",0.0344394266727984,0.168963737409996,1.5916531964496,0.69047619047619,"unassigned",0.481105165235317,0.794423560725964,0.0294166498902108,0.538290598290598,12911.5,6596,19507.5
"ZNF514","unassigned",0.396310960340033,0.63547604373289,0.430775340225219,0.584415584415584,"unassigned",0.12077334462679,0.49449340111329,0.186791943059112,0.586410256410256,7487,12018.5,19505.5
"CCL21","M6",0.199549986628545,0.438824840281958,-0.324379018724761,0.61038961038961,"M6",0.278631508674994,0.662971030853721,-0.00152606874321815,0.567350427350427,9237.5,10267,19504.5
"ST20","unassigned",0.161013686156249,0.391883574994591,-1.84267935633856,0.608225108225108,"unassigned",0.198472925448921,0.589016757043102,-0.17868117517818,0.568803418803419,9086,10416,19502
"MUC20","unassigned",0.132334473648622,0.352138206059748,0.579544307055704,0.624458874458874,"unassigned",0.309509920515788,0.68714998121269,0.00516593032192693,0.55982905982906,10082.5,9417.5,19500
"LINC01549","unassigned",0.10034323351749,0.302258245285943,3.34115101974474,0.652597402597403,"unassigned",0.299700433322312,0.680181487626467,-0.172780013798517,0.548461538461538,11528,7971,19499
"DPF2","M33",0.00286852008408925,0.0464113915805682,-4.71267781506273,0.739177489177489,"M33",0.56059433619914,0.83533547106576,0.0309852846708635,0.53025641025641,14022,5474,19496
"SMYD3","unassigned",0.240749632157279,0.486283605787451,-0.81492686518954,0.567099567099567,"unassigned",0.017525522634499,0.243378868962725,0.397881487645675,0.607179487179487,6137.5,13357.5,19495
"RPL10L","M16",0.582411557984419,0.77440825239547,0.582153030737938,0.566017316017316,"M16",0.00989865218741785,0.199762808061813,1.51534810167786,0.608717948717949,6052.5,13442,19494.5
"CD3D","M6",0.094350323245967,0.292998269365413,-0.80142797791893,0.628787878787879,"M6",0.293668178525203,0.675424835294255,-0.015820730701121,0.558119658119658,10322.5,9167.5,19490
"NSRP1","M19",0.0542849323956664,0.21610926389558,-1.84517983640386,0.662337662337662,"M19",0.536778636057915,0.823530549777261,-0.0389351284161683,0.545299145299145,11941.5,7547,19488.5
"NUDCD3","M35",0.00939751354011249,0.0820314437345962,7.47764035238698,0.691558441558442,"M35",0.48852638915922,0.79856926104232,0.0235987868084534,0.537948717948718,12939.5,6545,19484.5
"IRF9","M7",0.20221803942255,0.441641457810376,-1.2436211430646,0.582251082251082,"M7",0.0641748071361207,0.390382709312702,-0.0162678761987145,0.588376068376068,7329.5,12154.5,19484
"SDR42E1","unassigned",0.0669616144549551,0.242625946501265,1.74302974205902,0.633116883116883,"unassigned",0.265342072883064,0.652179788725191,0.248858655456606,0.556068376068376,10551,8933,19484
"AJAP1","M20",0.277316122579653,0.523010226865151,-2.30069865460714,0.557359307359307,"M20",0.00990875774163778,0.199762808061813,-2.10807269922272,0.624188034188034,5386.5,14097,19483.5
"CENPO","unassigned",0.239919982753541,0.485503756095052,1.9112739634869,0.573593073593074,"unassigned",0.103380857664544,0.462655365036049,-0.187280418866551,0.598632478632479,6637,12843,19480
"ARAP3","M10",0.119173387887539,0.331179897187828,-1.86571038105701,0.622294372294372,"M10",0.433647074043268,0.770650244607425,-0.11557310171629,0.560683760683761,9945,9532.5,19477.5
"UCP2","M6",0.0212501655045639,0.129954841843424,-1.11197717719398,0.67965367965368,"M6",0.537752950548453,0.823786814237121,-0.00380904291969095,0.54051282051282,12598.5,6876.5,19475
"PNO1","unassigned",0.0749666826928627,0.258245937817792,-1.7208054431566,0.623376623376623,"unassigned",0.348755659517257,0.71945048319717,-0.0814969675392842,0.56017094017094,10008.5,9465.5,19474
"PLA2R1","unassigned",0.160193663934164,0.390581424358946,1.80599912675221,0.612554112554113,"unassigned",0.0810754271306487,0.419340988561986,0.448244735352207,0.565641025641026,9369,10101.5,19470.5
"BATF2","unassigned",0.795007803978653,0.900005595852903,-0.100680167662258,0.54978354978355,"unassigned",0.0671304163100272,0.395011846021954,-0.0249397336158329,0.647863247863248,4790,14679.5,19469.5
"GSAP","M6",0.0026463515216425,0.0443478516821224,-1.44637552995845,0.743506493506494,"M6",0.545952361931216,0.827841098548863,-0.0367046190398311,0.52957264957265,14085.5,5383.5,19469
"SLC25A6","M38",0.463700472939939,0.687486543394505,-0.817871881578595,0.554112554112554,"M38",0.0104951303501325,0.204834001696041,0.0139593322140868,0.633162393162393,5116.5,14352,19468.5
"UCN3","unassigned",0.0534312664558577,0.214666766305028,2.33920838830221,0.659090909090909,"unassigned",0.228126495854131,0.61852631339404,0.110470594169022,0.546153846153846,11816,7652.5,19468.5
"B3GALT2","M11",0.495669630677071,0.711929903822879,0.445737173088626,0.587662337662338,"M11",0.037859690339227,0.32258858757645,1.11198628998867,0.583589743589744,7696.5,11770,19466.5
"ZNF143","unassigned",0.0730882172333358,0.254563923229704,-2.7740251002982,0.627705627705628,"unassigned",0.385575281865035,0.743643571639078,-0.0726233728407381,0.558461538461538,10248.5,9216.5,19465
"ST6GALNAC5","M8",0.0887596971091879,0.283529909794967,-3.30605736530869,0.584415584415584,"M8",0.0825301494524153,0.42204830722472,-0.597818442339154,0.585982905982906,7487,11977,19464
"FGF8","unassigned",0.344186406125901,0.590114233916972,1.37837486076329,0.574675324675325,"unassigned",0.0779371074698874,0.412239502383329,-7.2138923415426,0.596752136752137,6745.5,12717.5,19463
"HMGCS1","unassigned",0.28341101610415,0.528861296986851,0.412175235603961,0.574675324675325,"unassigned",0.115733545220895,0.485805981353554,-0.00864275884359785,0.596752136752137,6745.5,12717.5,19463
"KLHL12","unassigned",0.0923669411721959,0.289436019700329,1.88510981443003,0.61038961038961,"unassigned",0.151568442540239,0.534894842180097,0.0944652354446344,0.566837606837607,9237.5,10225.5,19463
"PTK7","M3",0.00803899432855205,0.0758065598284144,-5.03004127604266,0.704545454545455,"M3",0.657157339764907,0.880921077173928,-0.0222873601729804,0.535042735042735,13291,6171.5,19462.5
"MAGI1","unassigned",0.0122527458918733,0.0954076436303339,4.2428725803032,0.726190476190476,"unassigned",0.284025927700826,0.666962803883567,0.0904171011532574,0.531794871794872,13768,5694,19462
"HAUS2","unassigned",0.0958743499131593,0.295629807838479,-3.13184721311535,0.614718614718615,"unassigned",0.142044590711252,0.524775923744788,-0.147325454318862,0.564102564102564,9510,9951,19461
"C4orf33","M22",0.0655626170955128,0.239710461249493,2.51373026069588,0.633116883116883,"M22",0.213987790295255,0.605383094821898,0.0507551347423826,0.555897435897436,10551,8909,19460
"SPIB","M6",0.0458145631256173,0.196965899299453,0.84792882725979,0.630952380952381,"M6",0.233777780867129,0.623114725114745,0.0159083813646176,0.556923076923077,10425,9034,19459
"WTAP","M24",0.0151553207150468,0.10719951016748,-3.44355371582931,0.67965367965368,"M24",0.5329376036146,0.822446592356177,-0.0111061314852521,0.54051282051282,12582,6876.5,19458.5
"ZSCAN16","M20",0.352919061991399,0.596321481171947,0.651364518127155,0.564935064935065,"M20",0.00663829257367953,0.174327046379571,0.550857614053618,0.609401709401709,5978.5,13480,19458.5
"TMEM167A","M33",0.0929065531087263,0.290464554531337,-1.79173377509701,0.591991341991342,"M33",0.0683733684515306,0.397448207633881,-0.0343553115876652,0.579316239316239,8018,11439,19457
"PRRC2C","unassigned",0.361781815339369,0.605111247710861,-0.906322572355207,0.598484848484849,"unassigned",0.121423694490634,0.495897275312692,-0.0220013347277676,0.574188034188034,8452.5,11001.5,19454
"MDGA2","unassigned",0.306844892764292,0.55249524108116,2.64785882942613,0.572510822510823,"unassigned",0.0728830460594302,0.404214757748967,-12.5027636218504,0.599316239316239,6564,12887.5,19451.5
"CLIC5","M20",0.00371991497491719,0.0515925392442293,2.20834593367312,0.71969696969697,"M20",0.390480099012108,0.746439976936721,0.00794759612563651,0.532649572649573,13628,5821.5,19449.5
"FANCA","M34",0.125240970964725,0.341465632224676,2.67712346480305,0.595238095238095,"M34",0.114463886869643,0.482696414774029,-0.0743335293081013,0.576581196581197,8245,11203.5,19448.5
"RAB7A","M27",0.0749284445319331,0.258170756635876,5.30045504591696,0.628787878787879,"M27",0.198762996037567,0.589390860735173,0.0128478866232967,0.557777777777778,10322.5,9125.5,19448
"LINC00839","unassigned",0.313163551201794,0.558601666687801,-1.62117913487071,0.571428571428571,"unassigned",0.0534135785311973,0.361821419137828,-1.60489772372443,0.601025641025641,6469.5,12977,19446.5
"NANOS1","unassigned",0.375556722745253,0.617366835209076,-1.73407920411378,0.566017316017316,"unassigned",0.0176586873431147,0.243656126285572,-3.05243110817392,0.607777777777778,6052.5,13394,19446.5
"C3","M3",0.0106529827256424,0.0879122588098789,-0.762101361127204,0.701298701298701,"M3",0.763944894939634,0.924530328447972,-0.000731504263003069,0.535555555555556,13203.5,6234.5,19438
"FAM78A","M6",0.149776366742,0.376759457844134,-0.935773901989771,0.62012987012987,"M6",0.33362654092755,0.707714373329233,-0.0864891207552986,0.561196581196581,9831,9598.5,19429.5
"RPS6KB1","unassigned",0.0479360704600631,0.201924598892966,-1.97068215656354,0.634199134199134,"unassigned",0.197275195104501,0.588508363267016,-0.0948544458696858,0.555384615384615,10596,8833.5,19429.5
"NAPEPLD","unassigned",0.0245270523008471,0.140490169570293,1.4289367980221,0.66017316017316,"unassigned",0.159620981087239,0.542957133711444,0.0571496583998428,0.545470085470085,11862,7566.5,19428.5
"TMEM168","unassigned",0.0560886898725364,0.220389458657288,1.51403492809478,0.623376623376623,"unassigned",0.186211677165037,0.57553682309842,0.0475572380076774,0.55982905982906,10008.5,9417.5,19426
"ODF2","unassigned",0.17898182377876,0.414061642332124,-1.13267926038621,0.606060606060606,"unassigned",0.118257295748537,0.490187542961399,-0.0786783316070581,0.569401709401709,8950,10474,19424
"MSRB1","unassigned",0.0892695989580689,0.284465462319989,-1.29405719900891,0.617965367965368,"unassigned",0.632178558184701,0.870633212441645,-0.0124854469273046,0.562222222222222,9698.5,9725,19423.5
