"","affected_Cor","affected_Pvalue","affected_Pvalue_FDR_Pvalue","anti_integrin_Cor","anti_integrin_Pvalue","anti_integrin_Pvalue_FDR_Pvalue","anti_TNF_Cor","anti_TNF_Pvalue","anti_TNF_Pvalue_FDR_Pvalue","Combined_Cor","Combined_Pvalue","Combined_Pvalue_FDR_Pvalue","corticosteroids_Cor","corticosteroids_Pvalue","corticosteroids_Pvalue_FDR_Pvalue","Disease.CD_Cor","Disease.CD_Pvalue","Disease.CD_Pvalue_FDR_Pvalue","disease_complication_Cor","disease_complication_Pvalue","disease_complication_Pvalue_FDR_Pvalue","Disease.CRC_Cor","Disease.CRC_Pvalue","Disease.CRC_Pvalue_FDR_Pvalue","disease_duration_Cor","disease_duration_Pvalue","disease_duration_Pvalue_FDR_Pvalue","Disease.UC_Cor","Disease.UC_Pvalue","Disease.UC_Pvalue_FDR_Pvalue","gender_Cor","gender_Pvalue","gender_Pvalue_FDR_Pvalue","immunosuppression_Cor","immunosuppression_Pvalue","immunosuppression_Pvalue_FDR_Pvalue","NANCYscore_Cor","NANCYscore_Pvalue","NANCYscore_Pvalue_FDR_Pvalue","NSAIDs_Cor","NSAIDs_Pvalue","NSAIDs_Pvalue_FDR_Pvalue","patient_age_Cor","patient_age_Pvalue","patient_age_Pvalue_FDR_Pvalue","sample_age_Cor","sample_age_Pvalue","sample_age_Pvalue_FDR_Pvalue","site_Cor","site_Pvalue","site_Pvalue_FDR_Pvalue"
"M28",-0.235514781576929,0.0331719387728674,0.104532060718402,-0.0934776955009473,0.403541703863482,0.578022041454122,-0.00309343372027999,0.977995337541151,0.985624006320724,-0.353003423472004,0.00114231428286166,0.00819811415956969,-0.111438700861608,0.318892072626223,0.488024725333554,-0.260482495124368,0.0181024808632521,0.0675965470385022,0.142119146628114,0.202783004514504,0.369007946243294,0.30408750940556,0.00547864969201039,0.0272246746233747,-0.0765034644354046,0.494521436623723,0.6547188102866,-0.140664024565614,0.207492685503532,0.370277002307408,0.112594146293435,0.313868570906916,0.483911925550998,0.173732748496465,0.118532914955613,0.256953902890355,-0.224117158316213,0.0429560024652596,0.122244835209505,0.134721556155783,0.227533368233797,0.394065833455853,0.155036760616074,0.164289123992529,0.317756808680162,-0.252603028515063,0.0220464217493027,0.0779894483705286,-0.21466750648635,0.0527824057925724,0.140254282410636
"M29",-0.176295965862694,0.113112659559956,0.246860736742336,0.063299061899088,0.572097744783788,0.720852917777043,0.0051034288539334,0.963705321142834,0.979387637188277,-0.273337524967681,0.0129664047500369,0.0510749845641699,-0.190419970951356,0.0866074615604704,0.199815786314514,-0.313780014818114,0.00409620316518438,0.0216897315140091,0.156625312977107,0.159956427250899,0.315036134158783,0.213766788334144,0.0538082407128229,0.141878055104015,-0.0223246634592708,0.842200407011249,0.91592838876981,0.032334243632138,0.773056327764954,0.871543434094521,0.0819664261003007,0.464122225493443,0.629103594968259,-0.0319612341735057,0.775605117615779,0.872877283978879,-0.203534023518563,0.0666491273604065,0.164333344560392,0.237690725638983,0.0315349277414212,0.10185781660479,0.183836521662122,0.0982744831615276,0.220435125424815,-0.185973520758332,0.0943595704081931,0.212391228166177,-0.123837721320893,0.26766502984311,0.4377509095662
"M3",0.519745105001623,5.61873970414006e-07,1.06756054378661e-05,0.105655745622761,0.344805350158588,0.513235613369695,-0.17771581936833,0.110193788632073,0.244480623728624,0.484586614867205,3.96529643240602e-06,5.56865542463975e-05,-0.0223536840143719,0.841997928441533,0.91592838876981,0.23039064099094,0.0373105482035106,0.112105182044037,0.157718477839741,0.157024496241246,0.310207414592798,-0.516754358546343,6.6922687077378e-07,1.23520159577103e-05,0.303195497848297,0.0056245841839465,0.0274528791013967,0.353385395676368,0.00112726948253367,0.00818220321030054,0.10842524957691,0.33223509195537,0.499125277681789,-0.137517495915225,0.217941787009603,0.38177198898677,0.5025334815594,1.50280581334528e-06,2.31145846528822e-05,0.23569366102601,0.0330347250945557,0.104532060718402,-0.344614308927092,0.00152216884768503,0.0102429278708805,0.0471619270646446,0.673939592867783,0.793014530041144,0.198057341542841,0.0744778839371939,0.179525048594878
"M30",-0.155229852745232,0.163757892178223,0.317680475516913,0.0386136043692531,0.730529261265918,0.836740962371955,-0.0913196332099644,0.414530871291267,0.589839081176561,-0.340725266766741,0.00173427366198567,0.0114320488330892,-0.144860738436462,0.19411807534067,0.357265745498784,-0.34041247554262,0.00175244003831522,0.01143511378537,0.172747394076179,0.12066894945268,0.259207833379462,0.27537676154494,0.0122806360618565,0.0494329036731625,-0.172331696519631,0.121578906368385,0.259207833379462,-0.0236215233210661,0.833162302656943,0.913790912591486,-0.0301253177799525,0.78818411820152,0.877874035100314,0.0226435837740837,0.83997584100813,0.91592838876981,-0.154035442285686,0.167064374323726,0.320248029119071,0.0879899066975555,0.431822551286657,0.604634056419863,0.159447148078627,0.152469959718502,0.306373811218495,-0.0657136713510131,0.557498040666222,0.713155909446296,-0.156358689056994,0.160677649024853,0.315234775031882
"M31",-0.163428969147975,0.142355323986644,0.290293058524866,-0.114588688554896,0.305317817150106,0.476694323277901,0.00358883123704815,0.97447250238085,0.98360818209067,-0.203892487331314,0.0661608323153316,0.16375439722492,-0.164911328251196,0.138721833721249,0.285395874471105,-0.147108583041283,0.187215144313028,0.346535768556492,0.126060909959604,0.25910281520832,0.4269908638382,0.162618015340586,0.144373195607811,0.293286428813353,0.0768922771211265,0.492323889540109,0.654405828483354,-0.0854614356255502,0.445222648217208,0.61324910607317,0.15533679372313,0.163464224996653,0.317680475516913,0.0133953128373993,0.90492450059217,0.946612479247121,-0.229800889521958,0.0378134095750947,0.112831145913862,0.186095724287305,0.0941394601007656,0.212391228166177,0.119583377946181,0.28457662271742,0.451686727949517,-0.263568510842414,0.0167320334063108,0.0635817269439811,-0.0315990634076459,0.778082117643549,0.872877283978879
"M32",-0.228857592125333,0.0386294796559375,0.11291694053274,-0.0166447047902144,0.882010874007815,0.934063974768932,-0.015242210580061,0.891890040898433,0.941870806760905,-0.140913709530984,0.206679064810261,0.369887169962967,-0.0838794557291395,0.453723523963696,0.622304451126428,-0.0494375400249879,0.659160040502604,0.779885322645938,-0.119910541572423,0.283251480314616,0.450749079721718,0.155984501350361,0.161693894480258,0.315571769891984,-0.0226543958198664,0.839900445576657,0.91592838876981,-0.124889155675674,0.263592128748886,0.432184048659341,0.0302382313061173,0.78740887526569,0.877874035100314,-0.206396306233002,0.0628302654983056,0.158548248093381,-0.274075374908883,0.0127145326112003,0.0503901108394809,0.10186713198563,0.362476287277922,0.533393352121954,0.165068611233651,0.138340459828906,0.285395874471105,-0.20495996366095,0.0647238352800557,0.161434739733266,0.0956395959834437,0.392706511138754,0.565850591145583
"M33",0.154854520449784,0.164791667297925,0.317777364401372,-0.0684527864039988,0.541154813908123,0.69500200752415,-0.00220068169281978,0.984344829257591,0.988066888644183,0.242674561305725,0.0280400900908379,0.0933706092715531,-0.0970894484861604,0.385537941379397,0.562029644133594,0.206159686124178,0.0631390794983258,0.158707569478282,0.0215425317502168,0.847661212274698,0.920317887612529,-0.24527867974704,0.0263481781605096,0.0887244042509156,0.231364509453506,0.0364923926808951,0.111198517320086,0.062561133403157,0.576594846544963,0.720852917777043,0.0461553013205623,0.680517401168687,0.794962461401396,-0.192193742229785,0.083659492463581,0.195507615602117,0.0756525586181462,0.499348602102205,0.6547188102866,0.122724490354335,0.272023333509057,0.440418730443235,-0.114696584193389,0.304859624882704,0.476694323277901,-0.0464882845725271,0.67833884767881,0.793853071740056,0.237143071881571,0.0319404000047652,0.102654220910838
"M34",-0.19825179563679,0.0741878279007909,0.179495643535247,-0.0760496315592793,0.497092967505084,0.6547188102866,-0.0862706437789731,0.440908992902156,0.609908371337886,-0.233142965655344,0.0350369900111083,0.108296150943426,-0.0691098847456003,0.537269387521086,0.691386502666577,-0.187249168015575,0.0920817454982729,0.208718623129419,0.0880197335659844,0.431665859327524,0.604634056419863,0.163390602618562,0.142450308904617,0.290293058524866,-0.0958762931105502,0.3915308159286,0.565836481185405,-0.0737311686142814,0.510338249925057,0.666017190811286,-0.0480278290465451,0.668300824741318,0.787814475881189,-0.0137515760063242,0.90240811118988,0.946612479247121,-0.114902598051001,0.303986005596206,0.476694323277901,0.0851530668846001,0.446872663254881,0.614212213750326,0.129979718169955,0.244467703559921,0.413419205496621,-0.0613992043651386,0.583708862375561,0.72794580134095,-0.0928698379260059,0.406619553206739,0.581142104804322
"M35",-0.0834282971984564,0.456164211920431,0.62300651353192,-0.126913681099609,0.25586847206852,0.423823161426318,0.0716386988886959,0.52244600901478,0.677711087999092,-0.0178615300937147,0.873454070164105,0.930087555333058,-0.140906767954134,0.206701653802834,0.369887169962967,-0.00503004928835101,0.964226837850997,0.979387637188277,0.0878769390599494,0.432416306603679,0.604634056419863,0.00360783320094751,0.974337386281131,0.98360818209067,0.174863245201377,0.116118207839335,0.252566876310473,-0.0173885253381327,0.876778604433148,0.93157726721022,0.142733824479876,0.20081665333208,0.36646202839696,-0.134039238518574,0.22991821689131,0.396072448298097,-0.167846143107236,0.131735490683822,0.278108258110291,0.212179816361287,0.0556553579846025,0.145055144408727,0.0726777260573383,0.516415787283421,0.672579952490593,-0.130740776682336,0.241692848176167,0.409799422366939,0.0799895907211941,0.475003089907839,0.641949782595113
"M36",0.020598107036729,0.854264691844323,0.921293807898885,-0.132153588587397,0.236599498886559,0.403280412350176,0.127182643611173,0.254854099983169,0.423228145473335,8.93928889810074e-05,0.999364038466502,0.999364038466502,0.00391118873622014,0.972180435081853,0.98360818209067,0.0135192429354869,0.904049039067589,0.946612479247121,-0.0429000804128332,0.701950260690979,0.809749765011379,0.00927987779838016,0.934054648787558,0.962359335114453,0.0637606690495961,0.56929294746923,0.720852917777043,-0.0169189024606144,0.880081480471438,0.933551127068225,0.135004313221404,0.226550158114683,0.393417747693777,-0.10990709877192,0.32563011988868,0.493024952532638,-0.0431736675412643,0.70013965759765,0.80910593704487,0.00525384801018457,0.962636323381133,0.979387637188277,0.043443880593044,0.698353023857674,0.808487550917666,-0.06399542242727,0.567869024367216,0.720852917777043,0.0554859353623873,0.620519162446137,0.751481553190413
"M37",0.141523698203034,0.204700925632154,0.369525587129339,0.122989348080071,0.27098211908427,0.440000339340618,0.0232685088528498,0.835620448749995,0.914933576088978,0.10984958164734,0.325884914444948,0.493024952532638,-0.161686745293979,0.146716892319988,0.297113205137028,-0.0597834286612476,0.593667712290828,0.732129427515483,0.15004762771568,0.178460236527674,0.334160326947471,-0.133071051905839,0.233332087929947,0.399821031307019,0.21523830818714,0.0521406563723752,0.139762921230516,0.221268827074184,0.0457436918466777,0.126612013096061,0.114546381787836,0.305497600366952,0.476694323277901,-0.156227557808605,0.161033244211333,0.315234775031882,0.0759213483170059,0.497821117521923,0.6547188102866,0.221941623822811,0.0450720856132477,0.125898727003857,0.00942216930650238,0.933045800716743,0.962359335114453,-0.0276598229624382,0.805161823215543,0.889118868029472,0.113555138099812,0.309729616406023,0.482133330598291
"M38",-0.0779910881465651,0.486141356289358,0.6515504484708,-0.102345535289679,0.360214718122999,0.531275588829811,0.0209315598679351,0.85193199916499,0.921293807898885,-0.246904613606937,0.0253363206868211,0.0861434903351918,-0.157902778006607,0.156534155543217,0.310187314358645,-0.199911829201363,0.0717483587284174,0.174903546183237,0.259848761024302,0.0183955438500419,0.06829609958119,0.19400042470831,0.0807393451853287,0.191282982246427,-0.131917435654276,0.237445633751484,0.403657577377522,-0.0760543039851944,0.497066456805472,0.6547188102866,-0.0580409541996923,0.604492139261139,0.739586973414196,0.21004160158852,0.0582257107338593,0.148085862732571,-0.14981385914297,0.179145453172265,0.33430803293704,-0.0124547376632383,0.911572491994946,0.949799725530218,-0.00255718109096182,0.981809171200578,0.987926362298401,-0.034915104776135,0.755488288809117,0.857724841073268,-0.265257333526856,0.0160206069149702,0.0612385329412471
"M4",0.582874231468692,9.16732860289349e-09,4.55545713651477e-07,0.362023967507682,0.000831565224859547,0.00631989570893256,-0.221798364742578,0.0452144035060291,0.125898727003857,0.466770904519118,9.85514637102429e-06,0.000127328491113634,0.214977076295675,0.0524335589978725,0.139967269060436,0.23507393039407,0.0335121481576491,0.105091493737094,-0.0989113532704683,0.376641890932122,0.55172485610465,-0.46946463390626,8.61570169076446e-06,0.000115952985254872,0.132408514459085,0.235688450634943,0.402790315106278,0.323816483064217,0.00300068253603631,0.0177838616355913,0.0831290084498479,0.457787299320004,0.62330574519354,-0.0536494300285535,0.632149908964148,0.754714230220815,0.747663939296663,7.05889134868822e-16,2.2800219056263e-13,0.0755988996219593,0.499653828902931,0.6547188102866,-0.316969695011338,0.00371462296440106,0.019867580375001,0.076352108979148,0.49537827824626,0.6547188102866,0.0890825046814104,0.426103850648047,0.599701715726882
"M5",0.55095250275971,8.16840531439381e-08,2.6383949165492e-06,0.28442595666253,0.00960397549606269,0.0413611211363766,-0.253241891114914,0.0217014026989274,0.0779894483705286,0.50959193550598,1.01043460195943e-06,1.61496745186385e-05,0.14132137135469,0.205355550742156,0.369525587129339,0.282300559072557,0.0101819456159657,0.0431310897512328,-0.133240687250342,0.232731411989916,0.399821031307019,-0.509992550937035,9.87659473307374e-07,1.61496745186385e-05,0.129050232108156,0.247886315220818,0.415933921123763,0.32118343993158,0.00325924531915715,0.0184690568085572,0.0177928354689,0.873936758648864,0.930087555333058,-0.0550106695711665,0.623520298003191,0.751481553190413,0.79458115464031,5.12854885347265e-19,3.31304255934333e-16,0.0863552180378326,0.440459512458398,0.609908371337886,-0.352688804837294,0.00115484270668861,0.00819811415956969,0.0211983901917589,0.850066282828348,0.921293807898885,0.253912191123546,0.021344372674969,0.0774711570252028
"M6",0.604355696157497,1.83314377961691e-09,1.18202966577315e-07,-0.07249921647905,0.517449282334094,0.672579952490593,-0.177151941667545,0.111345914722795,0.244480623728624,0.515851440915743,7.05271149989303e-07,1.26556989692525e-05,-0.0550219846944369,0.623448775426705,0.751481553190413,0.317594402735926,0.00364371530859149,0.019867580375001,0.24776042662455,0.0248171123482782,0.0848950470107932,-0.581363188613346,1.02216606756708e-08,4.71656628320238e-07,0.27052714831904,0.0139658241149086,0.054140669736307,0.285019566948534,0.009447768115513,0.0412382310987932,-0.0193809814919147,0.862789645068448,0.92585068224953,-0.0769765886895849,0.49184804419952,0.654405828483354,0.53078584801298,2.90357666067443e-07,6.94707601035438e-06,0.0242951050988852,0.828476405900674,0.910196867707203,-0.466301761367605,1.00873936020887e-05,0.000127773652293123,0.16762776614564,0.132245942329179,0.278276477995602,0.244987995781733,0.0265326404768985,0.088808734445992
"M7",0.527351999828441,3.57432637677556e-07,7.69671613132338e-06,-0.0628294912832195,0.574957521884511,0.720852917777043,-0.220979651269916,0.046034886779286,0.126612013096061,0.501178683423566,1.62014159602403e-06,2.43398016518959e-05,0.0118203595818541,0.916059740400187,0.95140609694296,0.347228610813166,0.00139307040609679,0.00951522202634509,-0.0948741990420619,0.396522650447202,0.569230293753095,-0.522068147382099,4.89952868406538e-07,9.59119857547344e-06,0.220762516060592,0.04625454348401,0.126612013096061,0.228181376039195,0.0392234831709041,0.114136802380198,0.0573455878309009,0.608835945155904,0.743493422628949,0.0130947516494262,0.907048180578897,0.946612479247121,0.573832093232871,1.74427993403985e-08,7.51203224926498e-07,-0.0535610665639935,0.63271181065496,0.754714230220815,-0.388962154742044,0.000304497443843827,0.00281007641033018,0.028369084389417,0.800268142016893,0.889118868029472,0.310779395659246,0.00448662330906746,0.0231868692612607
"M8",0.110320749504015,0.323801437864312,0.492178185553754,-0.0282561466950575,0.801046867195209,0.889118868029472,0.0701641630145417,0.531064310370595,0.684765557883043,0.152060860421004,0.172638132239688,0.32825322599081,-0.053482396247054,0.633212248884956,0.754714230220815,0.0625284417351868,0.576794454643842,0.720852917777043,0.121348088734974,0.277477504821541,0.447008648665126,-0.139179780966876,0.212376298239619,0.374849969024027,0.289460205252566,0.00834809786778346,0.0366861987931164,0.123199443762934,0.270158094473365,0.440000339340618,0.206681210295314,0.0624600627340571,0.158232158926278,-0.15146452394576,0.174347968000306,0.329323939556133,0.00551103657991704,0.960808691216939,0.979387637188277,0.232011179841864,0.0359574478633455,0.110087731373086,-0.0109422584148442,0.922275257578637,0.956323942850401,-0.0203093648414717,0.856285619144513,0.921934183278926,0.141795931519993,0.203822470672474,0.369525587129339
"M9",0.24067221245973,0.0294027049888427,0.0964169919938699,0.0349956821690049,0.754941735028057,0.857724841073268,-0.040794553431568,0.71593957438329,0.823201428059618,0.256613025573872,0.0199561935006892,0.0732483011445752,-0.0860814779233966,0.441915271412602,0.609994156693463,0.0151842530016447,0.892298659036647,0.941870806760905,0.234781833862396,0.0337391710396703,0.105292292230082,-0.245244041696409,0.0263701015730275,0.0887244042509156,0.241403118096103,0.0288989789074722,0.0952486753787095,0.321754486545412,0.00320153623513409,0.0183025876805011,0.191172417771583,0.0853470159443083,0.197613520788614,-0.167207730411555,0.133231991648978,0.278536785130225,0.134504038585098,0.228291753688862,0.394322120008035,0.370867445117587,0.000603637237202695,0.00495974936970065,-0.0551664919645317,0.622535655564733,0.751481553190413,0.106527715167062,0.340815937109468,0.508469042431216,0.0351515999117711,0.753884492120884,0.857724841073268
