"","MEdarkmagenta","MEplum1","MEpurple","MEturquoise","MEdarkgreen","MEdarkturquoise","MEsienna3","MEgreen","MEgreenyellow","MElightyellow","MEblack","MElightgreen","MEmagenta","MEpink","MEroyalblue","MEcyan","MEdarkorange","MEdarkolivegreen","MEmidnightblue","MEdarkgrey","MEdarkred","MEskyblue3","MEwhite","MEbrown","MEsteelblue","MEskyblue","MEyellowgreen","MEsaddlebrown","MEred","MEyellow","MEviolet","MEsalmon","MEgrey60","MEpaleturquoise","MEblue","MElightcyan","MEorange","MEtan"
"48",-0.102835776800526,-0.0479984071569112,-0.135234161943066,-0.0170769657639392,0.163333001352738,0.111658340116499,0.0706961913936659,-0.0414162096900176,0.0975023960104392,0.157261321065852,-0.0288175884779805,0.0361777620848209,0.188298584739074,0.028422364500346,0.131432450803265,0.125875037457494,0.0206962468391673,0.0652545858422934,0.112687633452075,0.179582590893649,0.146840218270688,0.0377548980122082,0.0812028082488841,-0.0749621012696389,-0.0284495633492714,0.104103360450994,-0.0231843082356974,-0.049132908245164,-0.043899168954746,-0.00728418760686877,-0.0201326445148515,0.0250830200151196,-0.000201867052649313,0.0225327904702444,0.0784394787489722,0.0926481604268246,0.198889144097925,0.311102448322016
"12",-0.0534920655978895,0.0845044758352083,0.0888673642752653,0.0928198917305355,-0.183034718126517,0.0199408057943105,0.0209995605738819,0.145827400807529,0.0408226847411447,-0.0671112829195511,0.13225779239955,0.0739695939122273,-0.0384218487661922,0.0390060606441067,0.0593799231594958,-0.214337119234971,-0.231128407044295,-0.209497143706193,-0.227386471043001,-0.196612600230833,-0.178300905436988,-0.131998694107325,-0.054744084102633,0.0090505933072266,0.0179762694985543,-0.0569759220171688,0.00635128518145308,-0.0760652742388261,-0.0878224229779692,-0.145131799006905,-0.0607606797732676,-0.0526633756885443,-0.116596141907842,-0.0810843301821248,-0.113333262159871,-0.189668357679439,-0.066105964673125,-0.133307158819903
"14",-0.0695827454559047,0.151305057502983,0.0603043261431724,0.0340422808472635,-0.249395428326317,-0.011868986672862,-0.159032802750059,0.101606663895078,-0.164918728057066,-0.128358262813493,0.0226161494370841,-0.104790926215923,-0.0318285480246304,0.0237362976893938,0.0435894770157635,-0.343939418967304,-0.149005940379242,-0.228093148630728,-0.20510792540574,-0.299522462719902,-0.14681743050746,-0.183510570244155,-0.0612739860136761,0.337165392996212,0.0506962324626753,-0.0424747593205099,0.00763164275516344,-0.0296212186891398,-0.0642899681267213,-0.116301769258453,-0.00622809374021716,-0.0296066674215303,-0.0879218381949318,-0.0375941136789274,-0.045162060423259,-0.141342304492645,-0.021393813871533,-0.0302260307819156
"35",0.101030040106813,-0.0351140007166333,0.047127521287098,0.0242301428513367,-0.0735152406611593,-0.10690946708268,-0.175959706984411,-0.143658527937425,-0.244203491371049,-0.231683570999592,-0.0959089489704738,-0.193627297022989,-0.0650727496721531,0.0386828412770062,-0.0347491615523468,-0.0180682295755305,0.151440473835759,0.0979745496351607,0.0434240983575078,-0.0903942120760797,-0.0780064494061902,0.0600368171330846,-0.0807591218085981,-0.00615473542248701,-0.0212960434723633,-0.105804173747546,-0.0353478194251333,-0.0268096795615836,-0.0179898762724605,-0.0159782745215516,-0.037653762888831,-0.113203616355884,-0.0175323650371184,-0.0470673369268107,-0.00444717493843729,0.00256611557649085,-0.0958013813321684,-0.0859203359669698
"50",-0.0683867515975545,-0.122190743732413,-0.033380705920693,-0.058953203025875,0.0120832358665888,0.028348052980673,-0.00538867964071025,-0.0659149889145775,-0.122810465013886,-0.0907062860445981,-0.0886584024723881,-0.0940747126279162,-0.0524306912633823,-0.0780871025177648,-0.100321866648183,0.119178588052429,0.112169464069109,0.0495706584767762,0.0248512660403864,0.00174122878475223,-0.0556887691349874,-0.0462769529796339,-0.0896820575477605,0.00165172245159601,-0.023374065991889,0.194498284700327,-0.0286500575351892,-0.0346676321904274,-0.00870653596200241,0.0370051670397456,-0.0179275594883404,-0.0720775340919762,0.0413729783215808,0.0137827937822055,0.115930565902811,0.0814222709032278,-0.000828646843597333,0.0709577536155946
"6",-0.0945571709811499,0.0806660517410469,-0.108102838539867,0.0496115866119634,-0.0771877593354998,-0.0376128883994252,-0.154411516327502,-0.102833911680253,-0.0626212493025431,0.00225572580668293,-0.0491668044254599,-0.0472655861419084,0.42859352392882,0.206111516121178,0.33853745926715,-0.0333164844996938,0.0673072444264607,0.0854468401600248,0.0761820259713895,0.0513655003825539,0.122595907959233,0.0664204895484377,0.0755146480010785,-0.00941692540650935,0.00364013172961675,-0.0626094198344963,-0.0199225684414387,-0.0637840108334349,-0.0384182699431461,-0.0349774556295464,-0.0031651043145928,-0.0649479735743957,-0.0343554090498072,-0.0574338713884521,0.0121435281179048,0.00722303262387712,0.0315732201846894,0.107687628693106
"21",-0.0944487214114078,-0.0546881420848208,-0.136934569371527,-0.156684927545859,-0.0674776826766719,-0.14166135710648,-0.1794176176049,-0.123675702839033,0.0613762700045416,-0.0796500070961461,-0.211636722242483,-0.100265991903483,0.0341959677090585,-0.0683815357005876,-0.0850678799485044,0.118336597937538,0.233147877142776,0.0133892303697579,0.147301286180754,0.0879109305989887,0.0934578880370399,-0.033653033439018,-0.0344294229346305,0.029063150953339,0.0187963014165196,-0.0696851493960552,0.147840430598253,0.236790269292425,0.445805445395251,0.379969525439293,0.136692596140794,0.102216523707328,0.216775849021759,0.0412072381128062,0.00897654263766738,0.183955444174104,-0.055304002848396,-0.000538381841472032
"30",-0.067039316965838,0.0552393490433779,0.0984438696043998,0.0655254041132484,-0.0143078947076658,0.0140480485525289,-0.0397608865929774,-0.0316239126646292,0.0469566516635332,-0.0229393329303474,-0.00721413245936962,0.00020896753559636,-0.0332313523459671,0.107550665326936,0.0598922889069701,0.0078566812997994,0.0820493054385392,0.0695170642323824,0.0765779058023782,0.0369410703153928,0.0819675524991109,0.0623698057539187,0.0962017113729366,0.0277917608044778,0.0129332807508705,0.0180616554409086,-0.0107228379268266,-0.025090067908436,-0.0429262406060855,-0.0245477600715766,-0.0152813138918227,-0.0758242089809298,-0.0527904274580106,-0.0585378810653423,0.0640054170310639,0.000845083596589525,-0.0527173049593862,0.0126344236739279
"42",-0.109631915372454,-0.199450556938137,-0.142029802685304,-0.0746141150525206,0.0257970828331596,-0.0335721255179699,-0.0375520932363911,-0.0326440071104425,0.0186478813413673,-0.104694157727587,-0.133636673640545,-0.0893653751057974,0.193157924979944,0.0111093162721985,0.0992322701770928,0.126754201290864,0.197219726125437,0.128798478651505,0.116708651653565,0.071845361749558,0.00998506431793479,-0.0270642436870318,-0.0673386242535061,0.0253067462415937,0.0319536192530158,-0.00732837292464663,0.00567424296853733,0.018118357422826,0.0363799765492889,0.072519122811751,0.025034871618478,0.00930061197865072,0.0364575256007461,0.0070354129113434,0.228040807770821,0.146437900921637,0.0283007848477509,0.1492049499328
"75",-0.0908025941360867,-0.0156350169762556,0.0311385151741991,0.0329568921689557,0.0664485558587325,0.106626660842581,0.0873311900482576,-0.0535254149223369,-0.0501511672567541,-0.038048614248506,0.00423275273863375,-0.000915504348210533,-0.0539778325488421,-0.00240919363700687,-0.0329697255990435,0.0858213166019662,0.0570439527285447,0.0621563243568033,0.0316725397138407,-0.00835291423561234,-0.0489159573434178,0.0282178882636562,-0.0404963570554231,0.00451500369203255,0.0351995475953737,0.0356492977927316,-0.0103979860066868,-0.0269915485538144,-0.0299325304653595,-0.0430527866257375,-0.0369982053514822,0.0258534686998325,-0.0263154792575257,-0.0550109080848616,0.0366604657915286,-0.00479683640429122,-0.0384939478660167,-0.0665188866739802
"26",0.178654709903895,-0.0522095865387351,0.0781875833090317,0.0675170181078006,-0.0127324398277271,-0.0334141693870402,-0.0263965113754152,-0.0915488802770813,-0.118276250169724,-0.0858155397435592,-0.00710331052444507,-0.0154194009217898,-0.0524643478692366,0.0336322664825445,-0.0446085983698981,0.0396421960916931,0.0320794620168557,0.0615488115329106,0.0167698175727791,-0.0298766054433392,-0.0392404385778103,0.0690933619907162,-0.00536766755983158,0.00603677723830931,-0.0273049813782727,-0.0685636548573883,-0.0183005976840487,-0.0355449812581089,-0.0411283321854237,-0.0491933243484975,-0.0451056449329532,-0.0683962191401773,-0.0476280553226234,-0.0475044724631877,-0.069574064240483,-0.0563681280671974,-0.064511294292748,-0.107062822473656
"55",-0.0182186907033714,0.135625229118709,0.140898440407209,0.105459349922588,-0.0241286282161216,0.000394623272466173,-0.0734582806562005,-0.014552515471752,0.0635783398463115,0.0430213157688189,0.0473245180809658,0.0753446525179146,-0.026473008431499,0.150314168889751,0.0730016209616314,-0.0349667803521986,0.0238806032259553,0.084368850108557,0.0813325614846079,0.0768318360916843,0.135632332103075,0.135765831189351,0.156474804911488,-0.0216074351399978,0.00755528786896546,0.0427556387101817,-0.031172956895144,-0.0246446935047539,-0.0166408234746081,-0.0310410823024242,-0.0238676262449447,-0.112101775644626,-0.0554438459398288,-0.0748935925116675,-0.0781884115124671,-0.0622031724362233,-0.088377455087368,-0.0617313064814341
"57",-0.0168977972565731,-0.0138095068583879,0.121045091821744,0.103654645718908,-0.0369121821349409,-0.0771803724816107,-0.0549613151711054,-0.0799006437351745,0.0135902890190447,-0.0683238386109966,0.0114995030534638,0.0490409596261944,-0.0289022366474774,0.116074364846273,0.0552792893570903,0.0154112209702832,0.0388531233870448,0.106837818116087,0.0374083848934517,0.0116940264785284,0.00780159582472771,0.0951562624615923,0.0272005381408478,0.00501752681949589,-0.0100111229900485,-0.0531214783759538,-0.0154679060366707,-0.0272367239111872,-0.0362893838605542,-0.0588129146150138,-0.0393852601984282,-0.0696090182353365,-0.0670724074247029,-0.0638210415130068,-0.0686398186752074,-0.0670605095176199,-0.073876891918788,-0.0526712097320596
"58",0.170571385980133,-0.0199372105778179,0.0706044796085498,0.081693965776159,0.179127510489539,0.122233476519475,0.154337305967321,-0.0186237369273655,0.026571590378431,0.0699082452490104,0.0701418038014522,0.0708352269596949,-0.0498795828361784,0.00707449648777816,-0.0628003090120081,0.102163072385204,-0.015040816135402,0.100882323829116,0.0578795700706434,0.05611064139081,0.0168856594955965,0.0960630498929203,0.0162454652398596,-0.105360146734314,-0.0540675827142211,0.018941670906176,-0.0307980634169884,-0.0421695857626196,-0.0365324296375978,-0.0326994200799647,-0.0478482080889274,-0.0874560327277061,-0.0313208929021412,-0.0558437740990003,-0.0756785428873495,-0.0504688496811695,-0.0672722705825828,-0.095769705489617
"60",-0.131702292361591,-0.121877803015989,-0.149063135220421,-0.25567689765799,-0.123963607528721,-0.327681804559533,-0.227004580426968,-0.171543519948797,0.0536728040894198,-0.169160304867643,-0.217758405659104,-0.0963993399473704,-0.0831150093726928,-0.172363295487348,-0.215181764804011,0.0741805000221446,0.216501952257102,-0.0618941050795829,0.0587551969195308,-0.0718852365676871,-0.0934842492971657,-0.0804355297016181,-0.207596804479681,-0.0794773602238601,-0.027604027597949,-0.364137631082794,0.940478401029359,0.192090272576525,0.601028855827601,0.325442202158852,0.161964454099175,0.061705248122258,0.179600016466801,-0.0307180999413816,-0.156019551690729,0.0997345213926056,-0.0437368436834021,-0.168716497479721
"64",-0.0132897221465335,0.107208251544396,0.135728043086584,0.10510788587847,0.0205157743101519,-0.0156169955453829,-0.0450719718729149,-0.0237945917532838,0.0876612401876306,0.0634796981985558,0.0437920884962981,0.0884074565962425,-0.0303031746290633,0.143067402177569,0.10573457393808,-0.00921569473302595,0.0147303440066318,0.103004449431247,0.0958935212180526,0.112416731336438,0.165820833397822,0.140351721700444,0.163887919922935,-0.0398856859476142,-0.0248482707801636,0.0570285361232186,-0.0439725350256227,-0.0440791633226707,-0.03225638795873,-0.0452644984519082,-0.0454425008476754,-0.0714238365122663,-0.0610390850287302,-0.0732518576184335,-0.058399949948306,-0.0418916487866747,-0.073941888618312,-0.0157191019465421
"65",-0.0496188101256218,0.00728653485158908,0.0626635288638252,0.098647148033454,0.125070846394289,0.0385211131926373,0.0659736791375748,-0.0608586520836531,0.0699651309224685,0.0549904238663011,0.0716993468699215,0.0838905581002748,-0.037072460594789,0.0802913949782429,0.0558547976421869,0.0780519157593269,-0.0641350520216519,0.0731329982018455,0.0273316392697879,0.053502189272231,0.0270036559871808,0.0907783013377969,0.0550370456008541,-0.0689064533950912,-0.0369030947614249,-0.0540207366245963,-0.0508621601859552,-0.0745284786637539,-0.0919921917063565,-0.11792915998141,-0.0439523448197283,-0.0402779232447173,-0.101861084528009,-0.0623450480868022,-0.0914278320420274,-0.0948085894260868,0.0149649641094923,0.241641964832748
