	22	29	15	24	36	5	20	25	3	31	38	52	10	4	43	46	28	23	32	37	48	12	14	35	50	6	21	30	42	75	26	55	57	58	60	64	65	66	71	72	73	78	81	85	86	90	92	96	11	13	56	59	61	67	68	69	74	76	77	80	82	83	84	87	89	91	93	94	95	47	16	19	45	8	1	34	9	18	2	40	33	17
MSC	0	0	0.1105	0.0685	0	0	0	0.1026	0.0558	0	0	0.0126	0	0	0	0	0	0	0.0564	0	0	0	6e-04	0.137	0.0366	0	0.0705	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0.0139	0	0.0192	0	0	0.01	0	0	0.0883	0.1157	0.0424	0	0	0.0342	0	0	0	0.0071	0	0.0532	0	0	0	0	0	0.1273	0.0394	0.0132	0.0017	0.0248	0	0	0.0818	0	0.0881	0.0887	0.0697	0.0691	0.1501	0	0.0428	0
mv Endothelial cells	0.0331	0.0579	0.056	0.0598	0.0246	0.0216	0.0243	0.0357	0.0253	0.0198	0.0422	0.0413	0.0634	0	0.0221	0.043	0.0327	0.0324	0.0075	0.013	0.0349	0.0101	0.006	0.0115	0.0372	0.016	0.0614	0.0154	0.0248	0.0171	0.025	0.018	0.0141	0.0255	0.061	0.0232	0.0175	0.0298	0.0143	0.0227	0.0244	0.0144	0.016	0.0197	0.0138	0.0311	0.022	0.0208	0.04	0.0248	0.0206	0.0243	0.0182	0.0192	0.0094	0.0242	0.0214	0.024	0.0284	0.0266	0.0141	0.0174	0.022	0.0208	0.0142	0.0199	0.011	0.0185	0.0204	0.027	0.0745	0.0148	0.0465	0.0407	0.0329	0.0792	0.0568	0.0132	0.0701	0.0391	0.0247	0.0415
Myocytes	0.0419	0.0134	0.0205	0.0399	0.0291	0.0021	9e-04	0.0034	0.0275	0.0126	0.0157	0.0053	0.0041	0.0076	0	0.0017	7e-04	0.0029	0.0048	0.0015	0	0.022	0.0088	0.0268	0	0.0071	0.02	0.0049	0.0059	0.0042	0.0184	0.0113	0.0042	0.0183	0.0515	0.0037	0	0.0117	0.006	0.0069	0.0248	0.0119	0.0139	0.0014	0.0074	0.0274	0.0102	0.0038	0.0224	0	0.0033	0.0094	0.0072	0.0064	0.0078	0.011	0.0102	0.0051	0.0126	0.0333	0.0509	0.0099	0	0.0119	0.0033	0.0294	0.0214	0.0184	0.0099	0.0113	0.0621	0.0189	0.0138	0.0012	0	0.0595	0.0178	0.0246	0.0332	0.0062	0.0168	0.0126
naive B-cells	0.0336	0.0043	0.0057	0	0	0	0.015	0	0.0011	0	0.0062	0	7e-04	0	0.0042	0.0699	0	0	0	0	0	0.0053	0	0	0	0	0	0.0269	0.0415	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0.0557	0	0	0	0	0	0	0	0	0	0	0.0108	0	0	0.0012	0	0	0	0	0	0	0.0633	0	0	0.0571	0.0341	0.0651	0	0.0569	0.0049	0	0	0	0
Neurons	0.0014	0.0047	0	5e-04	0.001	0.0016	9e-04	0.0049	7e-04	5e-04	0.0015	1e-04	0	1e-04	0	8e-04	2e-04	0.0023	0.0021	9e-04	9e-04	0.0027	0.0014	1e-04	0	0.0012	0.0097	0.001	4e-04	3e-04	3e-04	0.0013	0.0012	7e-04	0.0372	0.0011	2e-04	0.001	0.0011	0.0017	0.0016	0.0021	0.0036	0.0026	0.0019	0.0019	7e-04	5e-04	0.0014	1e-04	0.0016	2e-04	0.0018	0.0015	0.0032	0.0016	0.0023	0.002	0.0035	0.0016	0.0038	0.0021	0.0016	0.0025	0	0.0014	6e-04	0.0018	0.0024	2e-04	0.0163	0.0029	5e-04	7e-04	0	0.0012	8e-04	0.0026	0.0024	0.0019	1e-04	0.002
Neutrophils	0	0	0.0079	0.0203	0	0.0036	0	0	1e-04	0.0623	0.0097	0.0069	0.0247	0	0.0056	0	0.0029	0	0	0	0.0093	0	0	0	0	0.0052	0	0	0	0	0	0	0.0028	0.005	0.0048	0	0.0054	0	0	0.002	0.0053	0.0015	0	0	0.0039	0	2e-04	0	0	0.0029	2e-04	3e-04	0	0	0	0.0021	0.0014	0.0012	0	0	0.002	3e-04	0.0034	0	0	0	0	0.0011	0	0	0.0048	0.002	0	0	0	0.0417	0	0	0.0018	0.0025	0.0015	0
NK cells	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKT	0	0	0	0.0014	0.0076	0.0087	0	0.0736	0	0.0296	0.0074	0.0164	0	0.0129	0.0207	0.0137	0.0428	0.0169	0.0364	0.0121	0.04	0.0425	0.1023	0.0238	0.011	0.0625	0.039	0.0179	0.0052	0.0356	0.0092	0.003	0.0521	0.0062	0.0287	0.0176	0.0242	0	0.0236	0.0064	0.0576	0.0164	0.0336	0.0043	0.0277	0.0176	0.0185	0.0084	0.0335	0.0783	0.024	0	0	0.0166	0	0.0042	0.0069	0.0192	0	0.0182	0.0019	0.0147	0.0523	0.0431	0.0157	0	0.0125	0.0076	0.0483	0.0294	0.0932	0.071	0.0367	0.0271	0.0182	0.0591	0.0254	0.0181	0.0534	0.0273	0.0404	0.0272
Osteoblast	0	0	0.0227	0	0	0	0.0026	0	0	0.0048	0.0152	0.0139	0	0.0275	0	0	0.0103	0	0.007	0.0071	0.0174	0	0	0	0	0.0071	0	0	0	0.0087	0	0.0038	0.0105	0.0208	0.0394	0.0193	0.0229	9e-04	0.0304	2e-04	0.0037	0.0125	0.0129	0.0062	0.0099	0	0.0217	0	0	0	0.0272	0.0089	0.0266	0.0172	0.0039	0.0141	0.0118	0.0236	0	0.0243	0.0042	0	0	0.043	0.0255	0	0.0095	0	0.0507	6e-04	0	0	0	0	0	0	0	0	0	0	0	0
pDC	0.0303	0	0.0665	0.0447	0	0.0082	0	0	0.0221	0.0123	0	0	0.0341	0.0096	0.0124	0.008	0.0691	0	0.0024	0	0.0996	0	0	0	0.0147	0.0238	0	0.0128	0.0189	0	0.0025	0.0102	0.0037	0.0128	0	0.0084	0.0377	0	8e-04	0.0042	0.0294	0.0066	0	0	0.011	0.0325	0	0.0057	0.0061	0.0095	0.0187	0	0	0	0.0015	0	0.0144	0.0217	0.0102	0	0	0.02	0.0615	0.0011	0.0092	0	0	0.0032	0.0132	0.0109	0	0	0.0819	0.0775	0.0026	0	0	0.0132	0.0131	0	0.0395	0
Pericytes	0.142	0.1052	0.1258	0.2154	0.0401	0.0494	0.0387	0.1116	0.0625	0.0453	0.1896	0.0953	0.0942	0.083	0.056	0.114	0.1106	0.1025	0.0603	0.0431	0.1283	0	0.0696	0.1126	0.0554	0.1145	0.3214	0.0904	0.1135	0.0331	0.0404	0.0345	0.0414	0.0499	0.2625	0.0602	0.04	0.0318	0.0225	0.0678	0.0351	0.0296	0.0497	0.0663	0.0265	0.041	0.0545	0.0859	0.0919	0	0.0922	0.0939	0.0381	0.018	0	0.0728	0.0334	0.0357	0.0837	0.08	0.0179	0.043	0.0587	0.0442	0.0148	0.0593	0.0098	0.0628	0.0725	0.1116	0.1928	0.0138	0.0501	0.1515	0.0375	0.2183	0.1721	9e-04	0.1382	0.0714	0.057	0.0954
Plasma cells	0.0179	0.0138	0.136	0.0752	0.0125	0.0338	0.0391	0.077	0.0449	0.0753	0.0992	0.0172	5e-04	0.0013	0.0269	0.0275	0.0411	0.047	0.0423	0.0455	0.0538	0.0239	0.0703	0.0298	0.0563	0.0242	0.019	0.0262	0.0292	0.0175	0.0277	0.0248	0.0392	0.0259	0	0.0293	0.0065	0.0032	0.0089	0.0134	0.0166	0.0191	0.0508	0.0107	0.0288	0.027	0.001	0.0047	0.03	0.06	0.0229	0.012	0.0166	0.0035	0.0187	0.0169	0.0262	0.0309	0.0088	0.0309	0.0335	0.0065	0.0301	0.0363	0.0218	0.0036	0.0175	0.0176	0.0274	0.0168	0	0.029	0.0233	0.049	7e-04	0.0666	0.0145	0.0376	0.0391	0.0312	0.0079	0.0146
Platelets	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0063	0	0	0.0077	0.0056	0	0	0	0	0	0	0	0	0	0.0176	0.0076	0.0026	8e-04	7e-04	0	0	0	0	0.015	0	0.003	0	0	0	0	0.0083	0	0	0	0	0	0.0051	0	0	0	0.0148	0	0	0.0034
Preadipocytes	0.0538	0.0824	0.0482	0	0.0079	0	0	0	0.0168	0	0	0.0279	0.0409	0.042	0.0418	0	0.0704	0.0485	0	0	0.0243	0	0	0	0	0.0033	0	0	0.0024	0.0159	0.0115	0.0047	0	0.011	0.1442	0	0.0264	0.0078	0	0	0.0077	0	0	0	0	0.0202	0.0078	0	0	0	0	0	0	0	0	0	0	0.0476	0	0	0.1335	0	0	0	0	0.0144	0	0	0	0	0.1621	0	0	0	0	0.1823	0	0	0.2029	0	0.0109	0.0774
pro B-cells	0.0868	0.0054	0.1286	0.1331	0.0408	0.0125	0.0526	0	0.0377	0.0237	0.0941	0.0274	0.01	0	0.069	0.1878	0.0217	0.04	0.046	0.0615	0.0405	0.0158	0.0037	0.0237	0.1075	0.0195	0	0.0925	0.1478	0.0768	0.0023	0.0133	0	0.0148	0	0.01	0	0	0.0072	0.0153	0.0041	0	0.042	0.023	0	0.0897	0	0.0759	0.1119	0.0242	0.0082	0	0.029	0	0.0216	0.0036	0.0061	0.0473	0	0.087	0.0175	0.0434	0.021	0.0345	0.0222	0.0107	0	0.0389	0.059	0.2636	0	0	0.1907	0.2097	0.2727	0.0735	0.2256	0.0775	0.0715	0.0146	0.009	0
Sebocytes	0.0195	0.0012	0	0.0061	0.0198	0.0176	0.0097	0.0107	0.022	0.0276	0.0115	0.0087	0.022	0.0026	0.0138	0.0024	0.015	0.024	0.0159	0.0189	0.0165	0.0072	0.0097	0.0177	0.0106	0.0089	0	0.0083	0.0035	0.0094	0.0162	0.0151	0.0117	0.0145	0	0.0132	0.0108	0.0185	0.0151	0.0169	0.0227	0.0102	0.0081	0.0181	0.0148	0.0133	0.0165	0.0206	4e-04	0.0243	0.016	0.0085	0.0269	0.0114	0.0122	0.0169	0.0126	0.0247	0.0263	0.0231	0.0247	0.0268	0.0124	0.019	0.0156	0.0157	0.0165	0.0289	0.0165	0.0089	0	0.0226	0.0143	0.0117	0.0126	0	0.0065	0.0139	0.0013	0.0223	0.0275	0.0079
Skeletal muscle	5e-04	0.0089	0.0157	0.0201	0	0	0	0.0069	0.0224	0.0113	0.0126	0.0089	5e-04	0.0061	0	0.0124	0.0062	0.0011	0.0142	0.0065	0	0.0277	0.0381	0.0234	0.0218	0	0.0065	0.0045	0	0	2e-04	0.0141	0.0017	0	0.0192	1e-04	0.0026	0.0083	0.0138	0.0027	0.0167	0.0011	0.0303	0	0	0.0243	0.0051	0.007	0.0195	0.0152	0.0098	0.0036	0.0093	0.0029	0.0143	0.0109	0.0013	0.0127	0	0.0195	0.0082	0	0.0079	0.0098	0	0.0047	0.0104	0.0106	0.027	0.0106	0.0425	0	0.0071	0.0068	0	0.0292	0.0284	0.0174	0.0058	0.0035	4e-04	4e-04
Smooth muscle	0.0296	0.0233	0	0	0.1892	0.1006	0.0929	0.1184	0.0716	0.0835	0.116	0	0	0	0.0449	0	0.0108	0.102	0.0773	0.0839	0	0.1503	0	0.0102	0.0935	0	0.0693	0.0385	0	0.1082	0.1449	0.095	0.079	0.1555	0.3118	0.0914	0.1293	0.1201	0.1341	0.093	0.0684	0.1015	0.0452	0.1069	0.1266	0.077	0.1159	0.0533	0	0.0541	0.0802	0.0442	0.124	0.0989	0.1242	0.1289	0.1034	0.0955	0.0904	0.0166	0.1159	0.1391	0.0618	0.0611	0.0873	0.0747	0.1096	0.0879	0.0584	0	0.1266	0.0935	0	0	0	0.0136	0.0168	0.0475	0	0.1228	0.0739	0.1045
Tgd cells	0	0	0.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Th1 cells	0	0	0.0252	0.0123	0	0	0	0	0	0	0	0.0041	0.021	0	0.0052	0.0233	0.0104	0	0	0.014	0.0059	0	0	0.0209	0.0094	0.0046	0.0018	0.0069	0	1e-04	0	0.0116	0.0054	0	0	0.0146	0.0075	0	0.0245	0.0094	0	0.014	0.0017	0.0038	0.0048	0.0019	0	0.01	0	2e-04	0.0062	0	0.0037	0.001	0	0	0	0	0	0.0065	0	0	0	0	0	0.0172	0	0	0	0.0305	0	0	4e-04	0.0172	0.0207	0.0032	0	0	0	0	0.0106	0
Th2 cells	0.023	0.0111	0.1222	0	0.0248	0.0478	0.0449	0	0.048	0.0733	0.0506	0.005	0.0146	0.0798	0.0305	0.1092	0.0564	0.039	0.0261	0.0077	0.1503	0.0333	0	0	0.0376	0.0203	0	0.0216	0.0192	0.0612	0.0279	0.0066	0.014	0.1121	0.0077	0.0395	0.0701	0.0826	0.0291	0.0165	0.07	0	0.0533	0.0393	0.0618	0.0909	0.069	0.0557	0.0361	0.0376	0.0206	0.0268	0.0079	0.02	0.0151	0.0179	0.0328	0.0952	0.1289	0.1126	0.0388	0.0473	0.1212	0.0616	0.0434	0	0.0228	0.0487	0.1194	0.2554	0	0.0206	0.1524	0.1011	0.1041	0.0338	0.0365	0.0612	0	0.0357	0.0714	0.0111
Tregs	0	0	0.0205	0.0041	0.0059	0	4e-04	0	0	0	0.0016	0	0	0	0.0185	0	0.0213	0.0184	0	0	0.0309	0	0.0264	0	0.0367	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	9e-04	0	0	6e-04	0	0	0	0	0	0	0	0.0769	0	0	0	0	0.0039	0	0	0	0	0	0	0.0266	0	0	0	0	0	0	0	0	0	0.0201	0	0.066	0	0.0196	0.0349	0	0.0142	0	0	0
